1884.08.02_AberdeenWeeklyJournal_0003,1884.08.01_GlasgowHerald_0009
1884.09.03_BaneracAmserauCymru_0016,1884.08.23_YGoleuad_0016
1884.09.03_BirminghamDailyPost_0006,1884.08.09_GlasgowHerald_0007
1884.09.03_DailyNews_0002,1884.08.14_TheBelfastNews-Letter_0006
1884.09.03_DailyNews_0006,1884.08.29_TheBelfastNews-Letter_0007
1884.09.03_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.19_GlasgowHerald_0007
1884.09.03_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.29_TheBelfastNews-Letter_0007
1884.09.03_GlasgowHerald_0005,1884.08.07_LiverpoolMercuryetc_0008
1884.09.03_GlasgowHerald_0008,1884.08.29_TheBelfastNews-Letter_0007
1884.09.03_GlasgowHerald_0009,1884.08.30_Jackson'sOxfordJournal_0008
1884.09.03_LiverpoolMercuryetc_0003,1884.08.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1884.09.03_LiverpoolMercuryetc_0006,1884.08.26_GlasgowHerald_0005
1884.09.03_LiverpoolMercuryetc_0007,1884.08.29_TheBelfastNews-Letter_0007
1884.09.03_LiverpoolMercuryetc_0008,1884.08.06_GlasgowHerald_0005
1884.09.03_NorthernEcho_0002,1884.08.26_GlasgowHerald_0003
1884.09.03_NorthernEcho_0004,1884.08.29_TheBelfastNews-Letter_0007
1884.09.03_TheBelfastNews-Letter_0003,1884.08.13_TheDerbyMercury_0004
1884.09.03_TheBelfastNews-Letter_0006,1884.08.04_GlasgowHerald_0005
1884.09.03_TheBelfastNews-Letter_0007,1884.08.26_ThePallMallGazette_0011
1884.09.03_TheBelfastNews-Letter_0008,1884.08.07_LiverpoolMercuryetc_0008
1884.09.03_TheBristolMercuryandDailyPost_0007,1884.08.07_LiverpoolMercuryetc_0008
1884.09.03_TheDerbyMercury_0001,1884.08.23_Jackson'sOxfordJournal_0004
1884.09.03_TheDerbyMercury_0002,1884.08.28_TheLeedsMercury_0008
1884.09.03_TheDerbyMercury_0003,1884.08.30_Jackson'sOxfordJournal_0006
1884.09.03_TheDerbyMercury_0004,1884.08.09_TheIpswichJournal_0002
1884.09.03_TheDerbyMercury_0006,1884.08.31_Reynolds'sNewspaper_0001
1884.09.03_TheDerbyMercury_0007,1884.08.30_Jackson'sOxfordJournal_0008
1884.09.03_TheLeedsMercury_0004,1884.08.07_LiverpoolMercuryetc_0008
1884.09.03_TheLeedsMercury_0006,1884.08.21_GlasgowHerald_0003
1884.09.03_TheLeedsMercury_0008,1884.08.30_HampshireTelegraphandSussexChronicleetc_0002
1884.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.08.09_Jackson'sOxfordJournal_0002
1884.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.08.13_TheDerbyMercury_0007
1884.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1884.08.31_Lloyd'sWeeklyNewspaper_0002
1884.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.08.11_TheBristolMercuryandDailyPost_0003
1884.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.08.29_TheHullPacketandEastRidingTimes_0007
1884.09.04_AberdeenWeeklyJournal_0004,1884.08.21_GlasgowHerald_0003
1884.09.04_BirminghamDailyPost_0006,1884.08.22_LiverpoolMercuryetc_0008
1884.09.04_DailyNews_0006,1884.08.25_BirminghamDailyPost_0006
1884.09.04_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.08_GlasgowHerald_0005
1884.09.04_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.27_TheBelfastNews-Letter_0007
1884.09.04_GlasgowHerald_0003,1884.08.22_LiverpoolMercuryetc_0008
1884.09.04_LiverpoolMercuryetc_0006,1884.08.19_GlasgowHerald_0007
1884.09.04_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.04_NorthernEcho_0002,1884.08.04_GlasgowHerald_0005
1884.09.04_TheBelfastNews-Letter_0002,1884.08.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1884.09.04_TheBristolMercuryandDailyPost_0007,1884.08.04_TheBelfastNews-Letter_0006
1884.09.04_TheLeedsMercury_0001,1884.08.14_GlasgowHerald_0007
1884.09.04_TheLeedsMercury_0004,1884.08.18_LiverpoolMercuryetc_0008
1884.09.04_TheLeedsMercury_0006,1884.08.22_LiverpoolMercuryetc_0008
1884.09.05_AberdeenWeeklyJournal_0003,1884.08.26_GlasgowHerald_0003
1884.09.05_BirminghamDailyPost_0001,1884.08.29_TheHullPacketandEastRidingTimes_0002
1884.09.05_BirminghamDailyPost_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.05_DailyNews_0007,1884.08.08_LiverpoolMercuryetc_0008
1884.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.19_GlasgowHerald_0007
1884.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.29_TheBelfastNews-Letter_0007
1884.09.05_GlasgowHerald_0005,1884.08.22_LiverpoolMercuryetc_0008
1884.09.05_GlasgowHerald_0009,1884.08.22_TheLeedsMercury_0004
1884.09.05_LiverpoolMercuryetc_0006,1884.08.30_TheLeedsMercury_0012
1884.09.05_LiverpoolMercuryetc_0008,1884.08.19_GlasgowHerald_0007
1884.09.05_TheBelfastNews-Letter_0006,1884.08.27_TheLeedsMercury_0006
1884.09.05_TheBristolMercuryandDailyPost_0003,1884.08.29_TheLeedsMercury_0007
1884.09.05_TheBristolMercuryandDailyPost_0007,1884.08.04_TheBelfastNews-Letter_0006
1884.09.05_TheHullPacketandEastRidingTimes_0001,1884.08.02_TheIpswichJournal_0002
1884.09.05_TheHullPacketandEastRidingTimes_0002,1884.08.16_NorthWalesChronicle_0002
1884.09.05_TheHullPacketandEastRidingTimes_0003,1884.08.02_TheIpswichJournal_0002
1884.09.05_TheHullPacketandEastRidingTimes_0006,1884.08.27_BaneracAmserauCymru_0002
1884.09.05_TheHullPacketandEastRidingTimes_0007,1884.08.23_Jackson'sOxfordJournal_0008
1884.09.05_TheLeedsMercury_0001,1884.08.19_GlasgowHerald_0002
1884.09.05_TheLeedsMercury_0003,1884.08.22_LiverpoolMercuryetc_0008
1884.09.06_AberdeenWeeklyJournal_0004,1884.08.07_GlasgowHerald_0007
1884.09.06_BirminghamDailyPost_0005,1884.08.30_AberdeenWeeklyJournal_0004
1884.09.06_BirminghamDailyPost_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.22_LiverpoolMercuryetc_0008
1884.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.27_TheBelfastNews-Letter_0007
1884.09.06_GlasgowHerald_0003,1884.08.18_LiverpoolMercuryetc_0008
1884.09.06_HampshireTelegraphandSussexChronicleetc_0002,1884.08.14_TheLeedsMercury_0008
1884.09.06_HampshireTelegraphandSussexChronicleetc_0008,1884.08.29_TheHullPacketandEastRidingTimes_0007
1884.09.06_HampshireTelegraphandSussexChronicleetc_0009,1884.08.15_TheHullPacketandEastRidingTimes_0006
1884.09.06_HampshireTelegraphandSussexChronicleetc_0012,1884.08.23_TheLeedsMercury_S0004
1884.09.06_Jackson'sOxfordJournal_0002,1884.08.09_TheIpswichJournal_0002
1884.09.06_Jackson'sOxfordJournal_0007,1884.08.19_TheIpswichJournal_0004
1884.09.06_Jackson'sOxfordJournal_0008,1884.08.02_TheIpswichJournal_0008
1884.09.06_LiverpoolMercuryetc_0001,1884.08.30_BirminghamDailyPost_0004
1884.09.06_LiverpoolMercuryetc_0006,1884.08.04_TheBelfastNews-Letter_0006
1884.09.06_LiverpoolMercuryetc_0007,1884.08.02_TheLeedsMercury_S0007
1884.09.06_LiverpoolMercuryetc_0008,1884.08.06_GlasgowHerald_0005
1884.09.06_NorthWalesChronicle_0002,1884.08.01_TheHullPacketandEastRidingTimes_0002
1884.09.06_NorthWalesChronicle_0003,1884.08.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1884.09.06_NorthWalesChronicle_0007,1884.08.29_TheHullPacketandEastRidingTimes_0005
1884.09.06_TheBelfastNews-Letter_0001,1884.08.28_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.09.06_TheBelfastNews-Letter_0003,1884.08.15_LiverpoolMercuryetc_0008
1884.09.06_TheBelfastNews-Letter_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.06_TheBristolMercuryandDailyPost_0007,1884.08.12_BirminghamDailyPost_0007
1884.09.06_TheBristolMercuryandDailyPost_0008,1884.08.01_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.09.06_TheEra_0012,1884.08.31_Reynolds'sNewspaper_0004
1884.09.06_TheGraphic_0012,1884.08.23_TheEra_0013
1884.09.06_TheIllustratedPoliceNewsetc_0002,1884.08.31_Lloyd'sWeeklyNewspaper_0012
1884.09.06_TheIllustratedPoliceNewsetc_0003,1884.08.31_Reynolds'sNewspaper_0003
1884.09.06_TheIllustratedPoliceNewsetc_0004,1884.08.31_Lloyd'sWeeklyNewspaper_0002
1884.09.06_TheIpswichJournal_0002,1884.08.23_NorthWalesChronicle_0001
1884.09.06_TheIpswichJournal_0006,1884.08.29_TheHullPacketandEastRidingTimes_0002
1884.09.06_TheIpswichJournal_0008,1884.08.29_TheHullPacketandEastRidingTimes_0007
1884.09.06_TheIpswichJournal_S0002,1884.08.15_TheHullPacketandEastRidingTimes_0002
1884.09.06_TheLeedsMercury_0011,1884.08.06_LiverpoolMercuryetc_0008
1884.09.06_TheLeedsMercury_S0004,1884.08.23_HampshireTelegraphandSussexChronicleetc_0003
1884.09.06_YGoleuad_0016,1884.08.20_BaneracAmserauCymru_0016
1884.09.07_Lloyd'sWeeklyNewspaper_0005,1884.08.30_TheIllustratedPoliceNewsetc_0004
1884.09.07_Lloyd'sWeeklyNewspaper_0011,1884.08.09_TheLeedsMercury_S0004
1884.09.07_Reynolds'sNewspaper_0004,1884.08.30_TheEra_0012
1884.09.07_Reynolds'sNewspaper_0005,1884.08.31_Lloyd'sWeeklyNewspaper_0001
1884.09.08_AberdeenWeeklyJournal_0004,1884.08.16_LiverpoolMercuryetc_0008
1884.09.08_BirminghamDailyPost_0006,1884.08.26_GlasgowHerald_0003
1884.09.08_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.09_GlasgowHerald_0007
1884.09.08_GlasgowHerald_0005,1884.08.18_LiverpoolMercuryetc_0008
1884.09.08_LiverpoolMercuryetc_0006,1884.08.26_GlasgowHerald_0005
1884.09.08_LiverpoolMercuryetc_0008,1884.08.19_GlasgowHerald_0007
1884.09.08_TheBelfastNews-Letter_0002,1884.08.20_Freeman'sJournalandDailyCommercialAdvertiser_0008
1884.09.08_TheBelfastNews-Letter_0003,1884.08.29_LiverpoolMercuryetc_0007
1884.09.08_TheBelfastNews-Letter_0006,1884.08.04_GlasgowHerald_0005
1884.09.08_TheLeedsMercury_0001,1884.08.15_TheHullPacketandEastRidingTimes_0003
1884.09.08_TheLeedsMercury_0003,1884.08.18_LiverpoolMercuryetc_0008
1884.09.08_TheLeedsMercury_0004,1884.08.04_LiverpoolMercuryetc_0006
1884.09.09_AberdeenWeeklyJournal_0004,1884.08.07_LiverpoolMercuryetc_0008
1884.09.09_BirminghamDailyPost_0006,1884.08.01_TheLeedsMercury_0006
1884.09.09_BirminghamDailyPost_0007,1884.08.23_TheLeedsMercury_0011
1884.09.09_DailyNews_0002,1884.08.25_BirminghamDailyPost_0006
1884.09.09_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.26_LiverpoolMercuryetc_0008
1884.09.09_GlasgowHerald_0002,1884.08.22_TheHullPacketandEastRidingTimes_0002
1884.09.09_GlasgowHerald_0006,1884.08.14_LiverpoolMercuryetc_0006
1884.09.09_GlasgowHerald_0007,1884.08.26_LiverpoolMercuryetc_0008
1884.09.09_LiverpoolMercuryetc_0006,1884.08.19_GlasgowHerald_0007
1884.09.09_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.09_NorthernEcho_0002,1884.08.26_GlasgowHerald_0003
1884.09.09_TheBelfastNews-Letter_0002,1884.08.30_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.09.09_TheBelfastNews-Letter_0003,1884.08.23_NorthWalesChronicle_0002
1884.09.09_TheBelfastNews-Letter_0006,1884.08.19_BirminghamDailyPost_0006
1884.09.09_TheBristolMercuryandDailyPost_0007,1884.08.18_LiverpoolMercuryetc_0008
1884.09.09_TheLeedsMercury_0001,1884.08.15_TheHullPacketandEastRidingTimes_0002
1884.09.09_TheLeedsMercury_0006,1884.08.07_LiverpoolMercuryetc_0008
1884.09.10_AberdeenWeeklyJournal_0003,1884.08.14_GlasgowHerald_0003
1884.09.10_BaneracAmserauCymru_0001,1884.08.23_NorthWalesChronicle_0008
1884.09.10_BaneracAmserauCymru_0014,1884.08.08_TheHullPacketandEastRidingTimes_0006
1884.09.10_BaneracAmserauCymru_0016,1884.08.23_YGoleuad_0016
1884.09.10_BirminghamDailyPost_0005,1884.08.29_TheBelfastNews-Letter_0007
1884.09.10_BirminghamDailyPost_0006,1884.08.07_LiverpoolMercuryetc_0008
1884.09.10_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.09_GlasgowHerald_0007
1884.09.10_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.27_TheBelfastNews-Letter_0007
1884.09.10_GlasgowHerald_0005,1884.08.13_LiverpoolMercuryetc_0008
1884.09.10_GlasgowHerald_0008,1884.08.26_TheLeedsMercury_0003
1884.09.10_LiverpoolMercuryetc_0006,1884.08.19_GlasgowHerald_0007
1884.09.10_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.10_TheBelfastNews-Letter_0003,1884.08.13_TheDerbyMercury_0004
1884.09.10_TheBelfastNews-Letter_0006,1884.08.26_LiverpoolMercuryetc_0008
1884.09.10_TheBristolMercuryandDailyPost_0007,1884.08.25_BirminghamDailyPost_0006
1884.09.10_TheDerbyMercury_0001,1884.08.23_Jackson'sOxfordJournal_0004
1884.09.10_TheDerbyMercury_0004,1884.08.23_HampshireTelegraphandSussexChronicleetc_0003
1884.09.10_TheDerbyMercury_0007,1884.08.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1884.09.10_TheLeedsMercury_0004,1884.08.27_BirminghamDailyPost_0006
1884.09.10_TheLeedsMercury_0006,1884.08.06_LiverpoolMercuryetc_0008
1884.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.08.20_TheDerbyMercury_0007
1884.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.08.02_TheIpswichJournal_0009
1884.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.08.02_TheIpswichJournal_0008
1884.09.10_WesternMail_0004,1884.08.09_TheLeedsMercury_S0004
1884.09.11_BirminghamDailyPost_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.28_BirminghamDailyPost_0006
1884.09.11_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.29_TheBelfastNews-Letter_0007
1884.09.11_GlasgowHerald_0007,1884.08.07_LiverpoolMercuryetc_0008
1884.09.11_LiverpoolMercuryetc_0006,1884.08.19_GlasgowHerald_0007
1884.09.11_LiverpoolMercuryetc_0008,1884.08.19_GlasgowHerald_0007
1884.09.11_NorthernEcho_0002,1884.08.07_LiverpoolMercuryetc_0008
1884.09.11_TheBelfastNews-Letter_0006,1884.08.15_LiverpoolMercuryetc_0008
1884.09.11_TheBristolMercuryandDailyPost_0007,1884.08.04_TheBelfastNews-Letter_0006
1884.09.11_TheLeedsMercury_0001,1884.08.14_GlasgowHerald_0007
1884.09.11_TheLeedsMercury_0003,1884.08.30_HampshireTelegraphandSussexChronicleetc_0002
1884.09.11_TheLeedsMercury_0004,1884.08.26_LiverpoolMercuryetc_0008
1884.09.11_TheLeedsMercury_0006,1884.08.07_LiverpoolMercuryetc_0008
1884.09.11_ThePallMallGazette_0009,1884.08.21_GlasgowHerald_0003
1884.09.12_AberdeenWeeklyJournal_0003,1884.08.09_LiverpoolMercuryetc_0008
1884.09.12_BirminghamDailyPost_0001,1884.08.29_TheHullPacketandEastRidingTimes_0002
1884.09.12_BirminghamDailyPost_0005,1884.08.29_LiverpoolMercuryetc_0007
1884.09.12_BirminghamDailyPost_0006,1884.08.01_GlasgowHerald_0005
1884.09.12_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.16_LiverpoolMercuryetc_0008
1884.09.12_GlasgowHerald_0005,1884.08.22_LiverpoolMercuryetc_0008
1884.09.12_GlasgowHerald_0007,1884.08.26_LiverpoolMercuryetc_0006
1884.09.12_LiverpoolMercuryetc_0007,1884.08.29_TheBelfastNews-Letter_0007
1884.09.12_LiverpoolMercuryetc_0008,1884.08.22_GlasgowHerald_0005
1884.09.12_TheBelfastNews-Letter_0006,1884.08.12_LiverpoolMercuryetc_0008
1884.09.12_TheBristolMercuryandDailyPost_0007,1884.08.07_LiverpoolMercuryetc_0008
1884.09.12_TheHullPacketandEastRidingTimes_0002,1884.08.16_NorthWalesChronicle_0002
1884.09.12_TheHullPacketandEastRidingTimes_0005,1884.08.30_AberdeenWeeklyJournal_0002
1884.09.12_TheHullPacketandEastRidingTimes_0006,1884.08.27_BaneracAmserauCymru_0002
1884.09.12_TheHullPacketandEastRidingTimes_0007,1884.08.30_Jackson'sOxfordJournal_0008
1884.09.12_TheLeedsMercury_0001,1884.08.14_GlasgowHerald_0007
1884.09.12_TheLeedsMercury_0006,1884.08.22_LiverpoolMercuryetc_0008
1884.09.12_WesternMail_0003,1884.08.30_NorthWalesChronicle_0006
1884.09.13_AberdeenWeeklyJournal_0004,1884.08.25_LiverpoolMercuryetc_0008
1884.09.13_BirminghamDailyPost_0006,1884.08.01_TheLeedsMercury_0006
1884.09.13_BirminghamDailyPost_0007,1884.08.18_GlasgowHerald_0010
1884.09.13_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.06_GlasgowHerald_0005
1884.09.13_GlasgowHerald_0007,1884.08.18_LiverpoolMercuryetc_0008
1884.09.13_HampshireTelegraphandSussexChronicleetc_0002,1884.08.08_TheLeedsMercury_0002
1884.09.13_HampshireTelegraphandSussexChronicleetc_0008,1884.08.29_TheHullPacketandEastRidingTimes_0007
1884.09.13_HampshireTelegraphandSussexChronicleetc_0009,1884.08.22_TheHullPacketandEastRidingTimes_0006
1884.09.13_HampshireTelegraphandSussexChronicleetc_0012,1884.08.09_LiverpoolMercuryetc_0007
1884.09.13_Jackson'sOxfordJournal_0002,1884.08.09_TheIpswichJournal_0002
1884.09.13_Jackson'sOxfordJournal_0008,1884.08.02_TheIpswichJournal_0008
1884.09.13_LiverpoolMercuryetc_0006,1884.08.04_TheBelfastNews-Letter_0006
1884.09.13_LiverpoolMercuryetc_0007,1884.08.26_TheBristolMercuryandDailyPost_0003
1884.09.13_LiverpoolMercuryetc_0008,1884.08.19_GlasgowHerald_0007
1884.09.13_NorthernEcho_0004,1884.08.04_GlasgowHerald_0005
1884.09.13_NorthWalesChronicle_0001,1884.08.20_BaneracAmserauCymru_0016
1884.09.13_NorthWalesChronicle_0002,1884.08.01_TheHullPacketandEastRidingTimes_0002
1884.09.13_NorthWalesChronicle_0007,1884.08.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006
1884.09.13_TheBelfastNews-Letter_0006,1884.08.04_LiverpoolMercuryetc_0008
1884.09.13_TheBelfastNews-Letter_0008,1884.08.21_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.09.13_TheEra_0012,1884.08.31_Reynolds'sNewspaper_0004
1884.09.13_TheEra_0013,1884.08.25_ThePallMallGazette_0002
1884.09.13_TheIpswichJournal_0006,1884.08.15_TheHullPacketandEastRidingTimes_0003
1884.09.13_TheIpswichJournal_S0002,1884.08.15_TheHullPacketandEastRidingTimes_0002
1884.09.13_TheLeedsMercury_0011,1884.08.16_LiverpoolMercuryetc_0008
1884.09.13_TheLeedsMercury_0012,1884.08.16_NorthWalesChronicle_0002
1884.09.13_TheLeedsMercury_S0004,1884.08.29_TheHullPacketandEastRidingTimes_0002
1884.09.13_YGoleuad_0014,1884.08.20_BaneracAmserauCymru_0016
1884.09.14_Lloyd'sWeeklyNewspaper_0011,1884.08.23_TheLeedsMercury_0011
1884.09.14_Reynolds'sNewspaper_0004,1884.08.30_TheEra_0012
1884.09.15_AberdeenWeeklyJournal_0004,1884.08.22_LiverpoolMercuryetc_0008
1884.09.15_BirminghamDailyPost_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.15_BirminghamDailyPost_0007,1884.08.23_NorthWalesChronicle_0002
1884.09.15_DailyNews_0002,1884.08.25_BirminghamDailyPost_0006
1884.09.15_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.04_GlasgowHerald_0005
1884.09.15_GlasgowHerald_0005,1884.08.12_LiverpoolMercuryetc_0008
1884.09.15_GlasgowHerald_0011,1884.08.23_Jackson'sOxfordJournal_0008
1884.09.15_LiverpoolMercuryetc_0006,1884.08.19_GlasgowHerald_0007
1884.09.15_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.15_TheBelfastNews-Letter_0006,1884.08.25_BirminghamDailyPost_0006
1884.09.15_TheBelfastNews-Letter_0007,1884.08.01_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.09.15_TheBristolMercuryandDailyPost_0003,1884.08.01_TheLeedsMercury_0006
1884.09.15_TheBristolMercuryandDailyPost_0007,1884.08.04_TheBelfastNews-Letter_0006
1884.09.15_TheLeedsMercury_0001,1884.08.16_NorthWalesChronicle_0002
1884.09.15_TheLeedsMercury_0006,1884.08.18_LiverpoolMercuryetc_0008
1884.09.16_AberdeenWeeklyJournal_0004,1884.08.14_GlasgowHerald_0003
1884.09.16_BirminghamDailyPost_0006,1884.08.26_GlasgowHerald_0003
1884.09.16_BirminghamDailyPost_0007,1884.08.22_TheHullPacketandEastRidingTimes_0002
1884.09.16_DailyNews_0002,1884.08.27_BirminghamDailyPost_0006
1884.09.16_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.19_GlasgowHerald_0007
1884.09.16_GlasgowHerald_0006,1884.08.26_LiverpoolMercuryetc_0006
1884.09.16_GlasgowHerald_0007,1884.08.18_LiverpoolMercuryetc_0008
1884.09.16_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.16_TheBelfastNews-Letter_0002,1884.08.28_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.09.16_TheBelfastNews-Letter_0003,1884.08.01_Freeman'sJournalandDailyCommercialAdvertiser_0007
1884.09.16_TheBelfastNews-Letter_0006,1884.08.26_TheLeedsMercury_0006
1884.09.16_TheBristolMercuryandDailyPost_0007,1884.08.04_TheBelfastNews-Letter_0006
1884.09.16_TheLeedsMercury_0006,1884.08.19_BirminghamDailyPost_0006
1884.09.17_BaneracAmserauCymru_0001,1884.08.23_NorthWalesChronicle_0008
1884.09.17_BaneracAmserauCymru_0014,1884.08.22_TheHullPacketandEastRidingTimes_0006
1884.09.17_BirminghamDailyPost_0001,1884.08.30_Freeman'sJournalandDailyCommercialAdvertiser_0003
1884.09.17_BirminghamDailyPost_0006,1884.08.21_GlasgowHerald_0003
1884.09.17_DailyNews_0002,1884.08.28_BirminghamDailyPost_0006
1884.09.17_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.26_GlasgowHerald_0003
1884.09.17_GlasgowHerald_0005,1884.08.13_LiverpoolMercuryetc_0008
1884.09.17_GlasgowHerald_0009,1884.08.05_LiverpoolMercuryetc_0006
1884.09.17_LiverpoolMercuryetc_0003,1884.08.08_TheLeedsMercury_0002
1884.09.17_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.17_TheBelfastNews-Letter_0003,1884.08.13_TheDerbyMercury_0004
1884.09.17_TheBelfastNews-Letter_0006,1884.08.07_LiverpoolMercuryetc_0008
1884.09.17_TheBristolMercuryandDailyPost_0007,1884.08.27_LiverpoolMercuryetc_0008
1884.09.17_TheDerbyMercury_0004,1884.08.30_Jackson'sOxfordJournal_0002
1884.09.17_TheDerbyMercury_0007,1884.08.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
1884.09.17_TheLeedsMercury_0004,1884.08.04_LiverpoolMercuryetc_0008
1884.09.17_TheLeedsMercury_0006,1884.08.07_LiverpoolMercuryetc_0008
1884.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1884.08.09_Jackson'sOxfordJournal_0002
1884.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1884.08.20_TheDerbyMercury_0007
1884.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0006,1884.08.30_TheIpswichJournal_0008
1884.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0007,1884.08.30_TheIpswichJournal_S0001
1884.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0008,1884.08.02_TheIpswichJournal_0008
1884.09.17_WesternMail_0004,1884.08.16_NorthWalesChronicle_0002
1884.09.18_AberdeenWeeklyJournal_0004,1884.08.26_GlasgowHerald_0003
1884.09.18_BirminghamDailyPost_0006,1884.08.06_GlasgowHerald_0005
1884.09.18_DailyNews_0003,1884.08.29_GlasgowHerald_0005
1884.09.18_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.30_TheBristolMercuryandDailyPost_0007
1884.09.18_GlasgowHerald_0007,1884.08.07_LiverpoolMercuryetc_0008
1884.09.18_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.18_NorthernEcho_0002,1884.08.07_DailyNews_0006
1884.09.18_TheBelfastNews-Letter_0006,1884.08.28_LiverpoolMercuryetc_0008
1884.09.18_TheBristolMercuryandDailyPost_0007,1884.08.28_LiverpoolMercuryetc_0008
1884.09.18_TheLeedsMercury_0001,1884.08.19_GlasgowHerald_0002
1884.09.18_TheLeedsMercury_0003,1884.08.13_TheDerbyMercury_0004
1884.09.18_TheLeedsMercury_0006,1884.08.22_LiverpoolMercuryetc_0008
1884.09.18_TheLeedsMercury_0007,1884.08.25_GlasgowHerald_0008
1884.09.18_WesternMail_0004,1884.08.09_TheIpswichJournal_0002
1884.09.19_AberdeenWeeklyJournal_0003,1884.08.18_LiverpoolMercuryetc_0008
1884.09.19_BirminghamDailyPost_0005,1884.08.29_TheBelfastNews-Letter_0007
1884.09.19_BirminghamDailyPost_0006,1884.08.08_TheLeedsMercury_0006
1884.09.19_DailyNews_0002,1884.08.22_BirminghamDailyPost_0006
1884.09.19_Freeman'sJournalandDailyCommercialAdvertiser_0003,1884.08.06_GlasgowHerald_0005
1884.09.19_Freeman'sJournalandDailyCommercialAdvertiser_0007,1884.08.29_LiverpoolMercuryetc_0007
1884.09.19_GlasgowHerald_0005,1884.08.16_LiverpoolMercuryetc_0008
1884.09.19_GlasgowHerald_0008,1884.08.14_LiverpoolMercuryetc_0006
1884.09.19_LiverpoolMercuryetc_0008,1884.08.21_GlasgowHerald_0003
1884.09.19_TheBelfastNews-Letter_0003,1884.08.01_TheLeedsMercury_0003
1884.09.19_TheBelfastNews-Letter_0006,1884.08.15_LiverpoolMercuryetc_0008
1884.09.19_TheBelfastNews-Letter_0007,1884.08.29_LiverpoolMercuryetc_0007
