Perfect_Match	Left_Match	Right_Match	Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
246	355	352	1806	3	22	Jackson'sOxfordJournal	2	1806	3	8	Jackson'sOxfordJournal	4
359	471	487	1806	3	22	Jackson'sOxfordJournal	2	1806	3	15	Jackson'sOxfordJournal	2
363	515	518	1806	3	22	Jackson'sOxfordJournal	3	1806	1	25	Jackson'sOxfordJournal	3
209	310	308	1806	3	22	Jackson'sOxfordJournal	3	1806	2	1	Jackson'sOxfordJournal	3
371	480	474	1806	3	22	Jackson'sOxfordJournal	3	1806	2	8	Jackson'sOxfordJournal	3
336	452	451	1806	3	22	Jackson'sOxfordJournal	3	1806	2	15	Jackson'sOxfordJournal	3
364	488	493	1806	3	22	Jackson'sOxfordJournal	3	1806	2	22	Jackson'sOxfordJournal	3
413	562	563	1806	3	22	Jackson'sOxfordJournal	3	1806	3	1	Jackson'sOxfordJournal	3
334	444	449	1806	3	22	Jackson'sOxfordJournal	3	1806	3	8	Jackson'sOxfordJournal	3
429	554	566	1806	3	22	Jackson'sOxfordJournal	3	1806	3	15	Jackson'sOxfordJournal	2
1268	1555	1567	1806	3	22	Jackson'sOxfordJournal	3	1806	3	15	Jackson'sOxfordJournal	3
796	1027	1055	1806	3	22	Jackson'sOxfordJournal	4	1806	3	8	Jackson'sOxfordJournal	2
433	583	592	1806	3	22	Jackson'sOxfordJournal	4	1806	3	15	Jackson'sOxfordJournal	2
201	284	279	1806	3	22	TheIpswichJournal	1	1806	3	8	TheIpswichJournal	1
220	325	328	1806	3	22	TheIpswichJournal	1	1806	3	15	TheIpswichJournal	1
349	535	543	1806	3	22	TheIpswichJournal	1	1806	3	15	TheIpswichJournal	2
1289	2005	2026	1806	3	22	TheIpswichJournal	1	1806	3	15	TheIpswichJournal	3
294	416	389	1806	3	22	TheIpswichJournal	3	1806	3	15	TheIpswichJournal	3
209	336	312	1806	3	22	TheIpswichJournal	3	1806	3	22	Jackson'sOxfordJournal	2
209	358	351	1806	3	22	TheIpswichJournal	4	1806	1	4	TheIpswichJournal	4
211	341	343	1806	3	22	TheIpswichJournal	4	1806	3	15	Jackson'sOxfordJournal	2
665	951	956	1806	3	22	TheIpswichJournal	4	1806	3	15	TheIpswichJournal	3
296	465	474	1806	3	22	TheIpswichJournal	4	1806	3	15	TheIpswichJournal	4
266	435	437	1806	3	22	TheIpswichJournal	4	1806	3	20	Trewman'sExeterFlyingPost	3
304	449	452	1806	3	22	TheMorningChronicle	1	1806	3	20	TheMorningChronicle	1
328	531	519	1806	3	22	TheNewcastleCourantetc	2	1806	3	1	TheNewcastleCourantetc	2
223	338	329	1806	3	22	TheNewcastleCourantetc	2	1806	3	8	TheNewcastleCourantetc	3
309	533	539	1806	3	22	TheNewcastleCourantetc	2	1806	3	15	Jackson'sOxfordJournal	3
429	650	653	1806	3	22	TheNewcastleCourantetc	2	1806	3	15	TheNewcastleCourantetc	2
249	371	393	1806	3	22	TheNewcastleCourantetc	2	1806	3	17	CaledonianMercury	3
252	398	418	1806	3	22	TheNewcastleCourantetc	2	1806	3	20	TheDerbyMercury	4
373	566	561	1806	3	22	TheNewcastleCourantetc	2	1806	3	22	Cobbett'sWeeklyPoliticalRegister	27
411	637	638	1806	3	22	TheNewcastleCourantetc	2	1806	3	22	Cobbett'sWeeklyPoliticalRegister	28
217	376	375	1806	3	22	TheNewcastleCourantetc	3	1806	3	15	TheNewcastleCourantetc	3
308	462	480	1806	3	24	CaledonianMercury	1	1806	2	22	CaledonianMercury	1
244	414	421	1806	3	24	CaledonianMercury	1	1806	2	26	TheAberdeenJournal	2
353	550	556	1806	3	24	CaledonianMercury	1	1806	3	1	CaledonianMercury	1
410	623	616	1806	3	24	CaledonianMercury	1	1806	3	10	CaledonianMercury	1
232	380	387	1806	3	24	CaledonianMercury	1	1806	3	19	TheAberdeenJournal	2
313	501	513	1806	3	24	CaledonianMercury	1	1806	3	20	CaledonianMercury	1
473	772	774	1806	3	24	CaledonianMercury	1	1806	3	22	CaledonianMercury	1
203	305	317	1806	3	24	CaledonianMercury	4	1806	1	18	CaledonianMercury	4
218	319	329	1806	3	24	CaledonianMercury	4	1806	1	27	CaledonianMercury	4
233	365	374	1806	3	24	CaledonianMercury	4	1806	2	13	CaledonianMercury	4
272	388	389	1806	3	24	CaledonianMercury	4	1806	2	17	CaledonianMercury	4
305	506	516	1806	3	24	CaledonianMercury	4	1806	2	22	CaledonianMercury	4
318	502	513	1806	3	24	CaledonianMercury	4	1806	2	24	CaledonianMercury	4
269	438	452	1806	3	24	CaledonianMercury	4	1806	3	1	CaledonianMercury	4
244	383	404	1806	3	24	CaledonianMercury	4	1806	3	3	CaledonianMercury	4
248	364	374	1806	3	24	CaledonianMercury	4	1806	3	6	CaledonianMercury	4
1077	1668	1734	1806	3	24	CaledonianMercury	4	1806	3	10	CaledonianMercury	4
324	518	523	1806	3	24	CaledonianMercury	4	1806	3	13	CaledonianMercury	4
331	531	558	1806	3	24	CaledonianMercury	4	1806	3	15	CaledonianMercury	4
701	1104	1160	1806	3	24	CaledonianMercury	4	1806	3	17	CaledonianMercury	4
585	906	915	1806	3	24	CaledonianMercury	4	1806	3	20	CaledonianMercury	4
799	1224	1229	1806	3	24	CaledonianMercury	4	1806	3	22	CaledonianMercury	4
210	336	345	1806	3	24	HampshireTelegraphandSussexChronicleetc	1	1806	3	10	CaledonianMercury	1
231	378	373	1806	3	24	HampshireTelegraphandSussexChronicleetc	1	1806	3	10	HampshireTelegraphandSussexChronicleetc	1
309	542	541	1806	3	24	HampshireTelegraphandSussexChronicleetc	1	1806	3	10	HampshireTelegraphandSussexChronicleetc	2
407	685	676	1806	3	24	HampshireTelegraphandSussexChronicleetc	1	1806	3	17	HampshireTelegraphandSussexChronicleetc	1
221	342	341	1806	3	24	HampshireTelegraphandSussexChronicleetc	1	1806	3	17	HampshireTelegraphandSussexChronicleetc	2
298	456	471	1806	3	24	TheMorningChronicle	1	1806	3	21	TheMorningChronicle	1
242	370	373	1806	3	26	TheAberdeenJournal	1	1806	2	26	TheAberdeenJournal	1
322	561	565	1806	3	26	TheAberdeenJournal	1	1806	3	5	TheAberdeenJournal	1
212	329	324	1806	3	26	TheAberdeenJournal	1	1806	3	5	TheAberdeenJournal	4
466	746	735	1806	3	26	TheAberdeenJournal	1	1806	3	12	TheAberdeenJournal	1
331	501	507	1806	3	26	TheAberdeenJournal	1	1806	3	12	TheAberdeenJournal	4
817	1264	1267	1806	3	26	TheAberdeenJournal	1	1806	3	19	TheAberdeenJournal	1
758	1249	1260	1806	3	26	TheAberdeenJournal	1	1806	3	19	TheAberdeenJournal	4
218	322	336	1806	3	26	TheAberdeenJournal	2	1806	2	15	CaledonianMercury	4
264	406	398	1806	3	26	TheAberdeenJournal	2	1806	2	22	CaledonianMercury	4
253	380	375	1806	3	26	TheAberdeenJournal	2	1806	2	26	TheAberdeenJournal	2
278	422	429	1806	3	26	TheAberdeenJournal	2	1806	2	26	TheAberdeenJournal	4
239	371	363	1806	3	26	TheAberdeenJournal	2	1806	3	1	CaledonianMercury	4
269	411	406	1806	3	26	TheAberdeenJournal	2	1806	3	10	CaledonianMercury	4
582	862	854	1806	3	26	TheAberdeenJournal	2	1806	3	19	TheAberdeenJournal	2
204	333	328	1806	3	27	CaledonianMercury	2	1806	3	24	TheMorningChronicle	2
431	720	692	1806	3	27	CaledonianMercury	2	1806	3	25	TheMorningChronicle	2
298	473	481	1806	3	27	CaledonianMercury	4	1806	2	27	CaledonianMercury	4
232	370	376	1806	3	27	CaledonianMercury	4	1806	3	6	CaledonianMercury	4
273	462	449	1806	3	27	CaledonianMercury	4	1806	3	8	CaledonianMercury	3
411	666	653	1806	3	27	CaledonianMercury	4	1806	3	8	CaledonianMercury	4
1126	1735	1724	1806	3	27	CaledonianMercury	4	1806	3	13	CaledonianMercury	4
358	581	585	1806	3	27	CaledonianMercury	4	1806	3	15	CaledonianMercury	4
343	555	573	1806	3	27	CaledonianMercury	4	1806	3	17	CaledonianMercury	4
841	1369	1354	1806	3	27	CaledonianMercury	4	1806	3	20	CaledonianMercury	4
669	1063	1023	1806	3	27	CaledonianMercury	4	1806	3	22	CaledonianMercury	4
209	338	336	1806	3	27	TheDerbyMercury	1	1806	1	2	TheDerbyMercury	4
291	486	487	1806	3	27	TheDerbyMercury	1	1806	3	20	TheDerbyMercury	1
259	440	429	1806	3	27	TheDerbyMercury	1	1806	3	22	Jackson'sOxfordJournal	1
390	658	644	1806	3	27	TheDerbyMercury	2	1806	3	20	TheDerbyMercury	2
204	333	329	1806	3	27	TheDerbyMercury	4	1806	1	30	TheDerbyMercury	4
251	365	385	1806	3	27	TheMorningChronicle	4	1806	3	20	TheMorningChronicle	4
252	412	422	1806	3	27	Trewman'sExeterFlyingPost	1	1806	3	20	Trewman'sExeterFlyingPost	4
391	572	568	1806	3	27	Trewman'sExeterFlyingPost	1	1806	3	27	CaledonianMercury	2
208	346	350	1806	3	27	Trewman'sExeterFlyingPost	1	1806	3	27	TheDerbyMercury	2
338	502	493	1806	3	27	Trewman'sExeterFlyingPost	2	1806	1	23	Trewman'sExeterFlyingPost	3
366	549	524	1806	3	27	Trewman'sExeterFlyingPost	2	1806	1	30	Trewman'sExeterFlyingPost	3
353	522	506	1806	3	27	Trewman'sExeterFlyingPost	2	1806	2	27	Trewman'sExeterFlyingPost	3
254	445	442	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	6	Trewman'sExeterFlyingPost	2
245	371	382	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	6	Trewman'sExeterFlyingPost	3
259	409	413	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	13	TheDerbyMercury	4
215	358	337	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	13	Trewman'sExeterFlyingPost	1
213	309	309	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	13	Trewman'sExeterFlyingPost	3
1281	1958	1932	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	20	Trewman'sExeterFlyingPost	1
363	538	554	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	20	Trewman'sExeterFlyingPost	4
586	832	803	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	22	Jackson'sOxfordJournal	2
203	323	343	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	22	TheIpswichJournal	3
220	357	358	1806	3	27	Trewman'sExeterFlyingPost	2	1806	3	27	CaledonianMercury	1
245	422	414	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	16	Trewman'sExeterFlyingPost	2
455	691	701	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	16	Trewman'sExeterFlyingPost	3
210	327	334	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	23	Trewman'sExeterFlyingPost	3
258	397	404	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	30	TheDerbyMercury	4
612	1007	1001	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	30	Trewman'sExeterFlyingPost	2
372	604	594	1806	3	27	Trewman'sExeterFlyingPost	3	1806	1	30	Trewman'sExeterFlyingPost	3
221	361	366	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	6	Trewman'sExeterFlyingPost	2
263	401	413	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	13	Trewman'sExeterFlyingPost	2
384	593	617	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	13	Trewman'sExeterFlyingPost	3
420	586	607	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	20	Trewman'sExeterFlyingPost	3
245	397	422	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	27	Trewman'sExeterFlyingPost	2
988	1525	1529	1806	3	27	Trewman'sExeterFlyingPost	3	1806	2	27	Trewman'sExeterFlyingPost	3
564	860	875	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	6	Trewman'sExeterFlyingPost	2
414	656	659	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	6	Trewman'sExeterFlyingPost	3
378	542	531	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	13	Trewman'sExeterFlyingPost	1
290	459	469	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	13	Trewman'sExeterFlyingPost	2
950	1466	1498	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	13	Trewman'sExeterFlyingPost	3
299	490	497	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	15	TheIpswichJournal	4
718	1089	1091	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	20	Trewman'sExeterFlyingPost	2
1279	1875	1910	1806	3	27	Trewman'sExeterFlyingPost	3	1806	3	20	Trewman'sExeterFlyingPost	3
608	977	998	1806	3	27	Trewman'sExeterFlyingPost	4	1806	3	27	CaledonianMercury	2
265	397	402	1806	3	29	CaledonianMercury	1	1806	1	2	CaledonianMercury	1
241	368	359	1806	3	29	CaledonianMercury	1	1806	1	4	CaledonianMercury	1
299	394	402	1806	3	29	CaledonianMercury	1	1806	1	9	CaledonianMercury	1
277	386	387	1806	3	29	CaledonianMercury	1	1806	1	16	CaledonianMercury	3
310	411	414	1806	3	29	CaledonianMercury	1	1806	3	8	CaledonianMercury	1
572	805	807	1806	3	29	CaledonianMercury	1	1806	3	20	CaledonianMercury	1
683	988	1002	1806	3	29	CaledonianMercury	1	1806	3	22	CaledonianMercury	1
224	360	358	1806	3	29	CaledonianMercury	1	1806	3	24	CaledonianMercury	1
205	292	292	1806	3	29	CaledonianMercury	1	1806	3	24	CaledonianMercury	3
210	345	340	1806	3	29	CaledonianMercury	1	1806	3	27	CaledonianMercury	1
204	265	266	1806	3	29	CaledonianMercury	3	1806	3	8	CaledonianMercury	4
207	274	288	1806	3	29	CaledonianMercury	3	1806	3	15	CaledonianMercury	4
200	281	273	1806	3	29	CaledonianMercury	3	1806	3	22	CaledonianMercury	4
252	376	371	1806	3	29	CaledonianMercury	4	1806	1	9	CaledonianMercury	4
326	462	454	1806	3	29	CaledonianMercury	4	1806	1	25	CaledonianMercury	4
304	419	427	1806	3	29	CaledonianMercury	4	1806	1	27	CaledonianMercury	4
229	305	322	1806	3	29	CaledonianMercury	4	1806	1	30	CaledonianMercury	4
292	456	450	1806	3	29	CaledonianMercury	4	1806	2	1	CaledonianMercury	4
225	320	319	1806	3	29	CaledonianMercury	4	1806	2	6	CaledonianMercury	4
352	526	517	1806	3	29	CaledonianMercury	4	1806	2	8	CaledonianMercury	4
240	347	336	1806	3	29	CaledonianMercury	4	1806	2	15	CaledonianMercury	3
348	467	462	1806	3	29	CaledonianMercury	4	1806	2	15	CaledonianMercury	4
201	284	282	1806	3	29	CaledonianMercury	4	1806	2	22	CaledonianMercury	4
480	674	700	1806	3	29	CaledonianMercury	4	1806	3	1	CaledonianMercury	4
300	395	414	1806	3	29	CaledonianMercury	4	1806	3	3	CaledonianMercury	3
716	970	996	1806	3	29	CaledonianMercury	4	1806	3	8	CaledonianMercury	4
425	550	552	1806	3	29	CaledonianMercury	4	1806	3	10	CaledonianMercury	4
258	369	389	1806	3	29	CaledonianMercury	4	1806	3	13	CaledonianMercury	3
600	807	815	1806	3	29	CaledonianMercury	4	1806	3	13	CaledonianMercury	4
1114	1504	1534	1806	3	29	CaledonianMercury	4	1806	3	15	CaledonianMercury	4
558	741	770	1806	3	29	CaledonianMercury	4	1806	3	17	CaledonianMercury	4
1055	1495	1444	1806	3	29	CaledonianMercury	4	1806	3	20	CaledonianMercury	4
1661	2320	2259	1806	3	29	CaledonianMercury	4	1806	3	22	CaledonianMercury	4
243	316	300	1806	3	29	CaledonianMercury	4	1806	3	24	CaledonianMercury	3
759	1151	1118	1806	3	29	CaledonianMercury	4	1806	3	24	CaledonianMercury	4
817	1241	1259	1806	3	29	CaledonianMercury	4	1806	3	27	CaledonianMercury	4
201	267	285	1806	3	29	Cobbett'sWeeklyPoliticalRegister	14	1806	3	22	CaledonianMercury	2
306	462	462	1806	3	29	Jackson'sOxfordJournal	1	1806	1	4	Jackson'sOxfordJournal	1
248	388	383	1806	3	29	Jackson'sOxfordJournal	1	1806	2	1	Jackson'sOxfordJournal	1
396	564	562	1806	3	29	Jackson'sOxfordJournal	1	1806	3	8	Jackson'sOxfordJournal	1
235	362	341	1806	3	29	Jackson'sOxfordJournal	1	1806	3	8	Jackson'sOxfordJournal	2
260	329	314	1806	3	29	Jackson'sOxfordJournal	1	1806	3	8	Jackson'sOxfordJournal	3
461	742	719	1806	3	29	Jackson'sOxfordJournal	1	1806	3	15	Jackson'sOxfordJournal	1
675	970	942	1806	3	29	Jackson'sOxfordJournal	1	1806	3	22	Jackson'sOxfordJournal	1
489	682	652	1806	3	29	Jackson'sOxfordJournal	1	1806	3	22	Jackson'sOxfordJournal	2
596	795	779	1806	3	29	Jackson'sOxfordJournal	1	1806	3	22	Jackson'sOxfordJournal	3
267	469	456	1806	3	29	Jackson'sOxfordJournal	1	1806	3	25	TheMorningChronicle	2
872	1373	1379	1806	3	29	Jackson'sOxfordJournal	1	1806	3	27	CaledonianMercury	2
633	1021	1009	1806	3	29	Jackson'sOxfordJournal	1	1806	3	27	Trewman'sExeterFlyingPost	4
342	413	416	1806	3	29	Jackson'sOxfordJournal	2	1806	1	11	Jackson'sOxfordJournal	2
213	267	271	1806	3	29	Jackson'sOxfordJournal	2	1806	1	25	Jackson'sOxfordJournal	3
229	277	282	1806	3	29	Jackson'sOxfordJournal	2	1806	2	1	Jackson'sOxfordJournal	3
250	294	302	1806	3	29	Jackson'sOxfordJournal	2	1806	2	8	Jackson'sOxfordJournal	3
291	374	399	1806	3	29	Jackson'sOxfordJournal	2	1806	2	15	Jackson'sOxfordJournal	3
240	334	331	1806	3	29	Jackson'sOxfordJournal	2	1806	2	22	Jackson'sOxfordJournal	3
285	314	338	1806	3	29	Jackson'sOxfordJournal	2	1806	3	1	Jackson'sOxfordJournal	3
213	274	288	1806	3	29	Jackson'sOxfordJournal	2	1806	3	8	Jackson'sOxfordJournal	2
269	329	340	1806	3	29	Jackson'sOxfordJournal	2	1806	3	8	Jackson'sOxfordJournal	3
204	303	298	1806	3	29	Jackson'sOxfordJournal	2	1806	3	15	Jackson'sOxfordJournal	2
248	350	340	1806	3	29	Jackson'sOxfordJournal	2	1806	3	22	Jackson'sOxfordJournal	2
222	264	262	1806	3	29	Jackson'sOxfordJournal	2	1806	3	22	Jackson'sOxfordJournal	4
222	276	286	1806	3	29	Jackson'sOxfordJournal	2	1806	3	29	CaledonianMercury	2
294	413	425	1806	3	29	Jackson'sOxfordJournal	3	1806	1	11	Jackson'sOxfordJournal	3
205	319	319	1806	3	29	Jackson'sOxfordJournal	3	1806	1	25	Jackson'sOxfordJournal	3
224	304	308	1806	3	29	Jackson'sOxfordJournal	3	1806	2	8	Jackson'sOxfordJournal	3
206	268	269	1806	3	29	Jackson'sOxfordJournal	3	1806	2	15	Jackson'sOxfordJournal	3
352	450	454	1806	3	29	Jackson'sOxfordJournal	3	1806	2	22	Jackson'sOxfordJournal	3
300	401	403	1806	3	29	Jackson'sOxfordJournal	3	1806	3	1	Jackson'sOxfordJournal	3
308	392	397	1806	3	29	Jackson'sOxfordJournal	3	1806	3	8	Jackson'sOxfordJournal	3
370	490	503	1806	3	29	Jackson'sOxfordJournal	3	1806	3	15	Jackson'sOxfordJournal	2
356	472	475	1806	3	29	Jackson'sOxfordJournal	3	1806	3	15	Jackson'sOxfordJournal	3
477	686	687	1806	3	29	Jackson'sOxfordJournal	3	1806	3	22	Jackson'sOxfordJournal	1
1351	1745	1741	1806	3	29	Jackson'sOxfordJournal	3	1806	3	22	Jackson'sOxfordJournal	3
247	367	379	1806	3	29	Jackson'sOxfordJournal	4	1806	1	2	TheDerbyMercury	4
227	308	308	1806	3	29	Jackson'sOxfordJournal	4	1806	1	4	Jackson'sOxfordJournal	1
228	344	344	1806	3	29	Jackson'sOxfordJournal	4	1806	1	9	TheDerbyMercury	4
625	874	922	1806	3	29	Jackson'sOxfordJournal	4	1806	3	22	Jackson'sOxfordJournal	1
481	650	656	1806	3	29	Jackson'sOxfordJournal	4	1806	3	22	Jackson'sOxfordJournal	2
322	511	547	1806	3	29	Jackson'sOxfordJournal	4	1806	3	22	TheIpswichJournal	3
254	347	351	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	CaledonianMercury	2
295	462	481	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	TheDerbyMercury	1
289	454	473	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	TheDerbyMercury	2
246	346	353	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	Trewman'sExeterFlyingPost	1
349	477	489	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	Trewman'sExeterFlyingPost	2
266	360	361	1806	3	29	Jackson'sOxfordJournal	4	1806	3	27	Trewman'sExeterFlyingPost	3
409	604	625	1806	3	29	TheIpswichJournal	1	1806	3	15	TheIpswichJournal	1
427	618	615	1806	3	29	TheIpswichJournal	1	1806	3	15	TheIpswichJournal	3
440	655	660	1806	3	29	TheIpswichJournal	1	1806	3	22	TheIpswichJournal	1
234	349	362	1806	3	29	TheIpswichJournal	1	1806	3	22	TheIpswichJournal	2
722	979	1015	1806	3	29	TheIpswichJournal	1	1806	3	22	TheIpswichJournal	3
693	962	948	1806	3	29	TheIpswichJournal	1	1806	3	22	TheIpswichJournal	4
397	535	538	1806	3	29	TheIpswichJournal	3	1806	1	4	TheIpswichJournal	1
248	378	379	1806	3	29	TheIpswichJournal	3	1806	3	22	TheIpswichJournal	1
209	310	320	1806	3	29	TheIpswichJournal	4	1806	1	2	TheDerbyMercury	4
325	489	483	1806	3	29	TheIpswichJournal	4	1806	1	4	TheIpswichJournal	4
239	373	378	1806	3	29	TheIpswichJournal	4	1806	3	20	Trewman'sExeterFlyingPost	2
228	381	402	1806	3	29	TheIpswichJournal	4	1806	3	22	Jackson'sOxfordJournal	1
228	348	371	1806	3	29	TheIpswichJournal	4	1806	3	22	TheIpswichJournal	3
330	475	494	1806	3	29	TheIpswichJournal	4	1806	3	22	TheIpswichJournal	4
382	689	684	1806	3	29	TheIpswichJournal	4	1806	3	27	CaledonianMercury	2
201	358	353	1806	3	29	TheIpswichJournal	4	1806	3	29	Jackson'sOxfordJournal	1
648	973	965	1806	3	29	TheIpswichJournal	4	1806	3	29	Jackson'sOxfordJournal	4
361	556	554	1806	3	29	TheNewcastleCourantetc	2	1806	3	15	TheNewcastleCourantetc	2
213	335	364	1806	3	29	TheNewcastleCourantetc	2	1806	3	22	TheIpswichJournal	3
487	774	771	1806	3	29	TheNewcastleCourantetc	2	1806	3	22	TheNewcastleCourantetc	2
301	536	522	1806	3	29	TheNewcastleCourantetc	2	1806	3	25	TheMorningChronicle	2
989	1426	1480	1806	3	29	TheNewcastleCourantetc	2	1806	3	27	CaledonianMercury	2
384	636	650	1806	3	29	TheNewcastleCourantetc	2	1806	3	27	Trewman'sExeterFlyingPost	2
463	824	825	1806	3	29	TheNewcastleCourantetc	2	1806	3	27	Trewman'sExeterFlyingPost	4
595	972	983	1806	3	29	TheNewcastleCourantetc	2	1806	3	29	Jackson'sOxfordJournal	1
565	875	890	1806	3	29	TheNewcastleCourantetc	2	1806	3	29	Jackson'sOxfordJournal	4
331	539	551	1806	3	29	TheNewcastleCourantetc	2	1806	3	29	TheIpswichJournal	4
201	349	347	1806	3	29	TheNewcastleCourantetc	3	1806	3	8	TheNewcastleCourantetc	3
253	398	399	1806	3	29	TheNewcastleCourantetc	3	1806	3	10	CaledonianMercury	1
254	411	402	1806	3	29	TheNewcastleCourantetc	3	1806	3	15	TheNewcastleCourantetc	2
315	548	540	1806	3	29	TheNewcastleCourantetc	3	1806	3	15	TheNewcastleCourantetc	3
238	410	417	1806	3	29	TheNewcastleCourantetc	3	1806	3	22	TheNewcastleCourantetc	3
210	253	266	1806	3	31	CaledonianMercury	1	1806	3	3	CaledonianMercury	3
278	374	391	1806	3	31	CaledonianMercury	1	1806	3	8	CaledonianMercury	4
327	410	412	1806	3	31	CaledonianMercury	1	1806	3	10	CaledonianMercury	1
420	497	518	1806	3	31	CaledonianMercury	1	1806	3	10	CaledonianMercury	4
303	358	368	1806	3	31	CaledonianMercury	1	1806	3	13	CaledonianMercury	4
410	496	524	1806	3	31	CaledonianMercury	1	1806	3	17	CaledonianMercury	1
299	397	395	1806	3	31	CaledonianMercury	1	1806	3	20	CaledonianMercury	4
416	523	540	1806	3	31	CaledonianMercury	1	1806	3	22	CaledonianMercury	4
256	319	325	1806	3	31	CaledonianMercury	1	1806	3	24	CaledonianMercury	3
412	596	591	1806	3	31	CaledonianMercury	1	1806	3	24	CaledonianMercury	4
279	367	387	1806	3	31	CaledonianMercury	1	1806	3	27	CaledonianMercury	4
430	611	621	1806	3	31	CaledonianMercury	1	1806	3	29	CaledonianMercury	1
823	934	986	1806	3	31	CaledonianMercury	1	1806	3	29	CaledonianMercury	4
233	368	350	1806	3	31	CaledonianMercury	4	1806	1	4	CaledonianMercury	4
200	270	271	1806	3	31	CaledonianMercury	4	1806	1	25	CaledonianMercury	4
209	272	273	1806	3	31	CaledonianMercury	4	1806	1	27	CaledonianMercury	4
260	378	377	1806	3	31	CaledonianMercury	4	1806	2	15	CaledonianMercury	4
459	728	721	1806	3	31	CaledonianMercury	4	1806	2	22	CaledonianMercury	4
239	390	396	1806	3	31	CaledonianMercury	4	1806	2	24	CaledonianMercury	4
566	848	812	1806	3	31	CaledonianMercury	4	1806	3	1	CaledonianMercury	4
306	478	484	1806	3	31	CaledonianMercury	4	1806	3	3	CaledonianMercury	4
255	386	385	1806	3	31	CaledonianMercury	4	1806	3	10	CaledonianMercury	3
1126	1685	1694	1806	3	31	CaledonianMercury	4	1806	3	10	CaledonianMercury	4
592	816	794	1806	3	31	CaledonianMercury	4	1806	3	13	CaledonianMercury	4
653	942	942	1806	3	31	CaledonianMercury	4	1806	3	15	CaledonianMercury	4
233	341	347	1806	3	31	CaledonianMercury	4	1806	3	17	CaledonianMercury	1
1452	2034	2061	1806	3	31	CaledonianMercury	4	1806	3	17	CaledonianMercury	4
582	771	756	1806	3	31	CaledonianMercury	4	1806	3	20	CaledonianMercury	4
658	947	900	1806	3	31	CaledonianMercury	4	1806	3	22	CaledonianMercury	4
720	1178	1145	1806	3	31	CaledonianMercury	4	1806	3	24	CaledonianMercury	4
523	821	805	1806	3	31	CaledonianMercury	4	1806	3	27	CaledonianMercury	4
748	1006	992	1806	3	31	CaledonianMercury	4	1806	3	29	CaledonianMercury	4
210	305	302	1806	3	31	HampshireTelegraphandSussexChronicleetc	1	1806	3	10	HampshireTelegraphandSussexChronicleetc	1
259	428	427	1806	3	31	HampshireTelegraphandSussexChronicleetc	1	1806	3	17	HampshireTelegraphandSussexChronicleetc	1
556	900	905	1806	3	31	HampshireTelegraphandSussexChronicleetc	1	1806	3	24	HampshireTelegraphandSussexChronicleetc	1
217	338	329	1806	3	31	HampshireTelegraphandSussexChronicleetc	1	1806	3	24	HampshireTelegraphandSussexChronicleetc	2
441	728	766	1806	3	31	HampshireTelegraphandSussexChronicleetc	4	1806	3	27	CaledonianMercury	2
335	568	578	1806	3	31	HampshireTelegraphandSussexChronicleetc	4	1806	3	27	Trewman'sExeterFlyingPost	4
369	620	637	1806	3	31	HampshireTelegraphandSussexChronicleetc	4	1806	3	29	Jackson'sOxfordJournal	1
356	620	627	1806	3	31	HampshireTelegraphandSussexChronicleetc	4	1806	3	29	TheNewcastleCourantetc	2
287	448	465	1806	3	31	TheMorningChronicle	1	1806	3	21	TheMorningChronicle	1
203	313	320	1806	4	2	TheAberdeenJournal	1	1806	2	26	TheAberdeenJournal	4
251	401	413	1806	4	2	TheAberdeenJournal	1	1806	3	5	TheAberdeenJournal	1
