1832.06.01_TheMorningChronicle_0002,1832.06.01_TheBelfastNews-Letter_0004
1832.06.16_TheBristolMercury_0004,1832.06.13_TheDerbyMercury_0001
1832.06.16_TheBristolMercury_0004,1832.06.15_LiverpoolMercuryetc_0003
1832.06.16_TheBristolMercury_0004,1832.06.15_TheBelfastNews-Letter_0001
1832.06.16_TheBristolMercury_0004,1832.06.16_CaledonianMercury_0004
1832.06.16_TheManchesterTimesandGazette_0004,1832.06.11_TheMorningChronicle_0004
1832.06.16_TheManchesterTimesandGazette_0004,1832.06.12_TheHullPacketandHumberMercury_0004
1832.06.16_TheManchesterTimesandGazette_0004,1832.06.12_TheMorningChronicle_0001
1832.06.16_TheMorningChronicle_0004,1832.06.15_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.16_TheNewcastleCourantetc_0002,1832.06.08_TheMorningChronicle_0001
1832.06.16_TheNewcastleCourantetc_0002,1832.06.09_TheMorningChronicle_0002
1832.06.16_TheNewcastleCourantetc_0002,1832.06.11_HampshireTelegraphandSussexChronicleetc_0003
1832.06.16_TheNewcastleCourantetc_0002,1832.06.11_TheMorningChronicle_0002
1832.06.16_TheNewcastleCourantetc_0002,1832.06.11_TheMorningChronicle_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.12_NorthWalesChronicle_0002
1832.06.16_TheNewcastleCourantetc_0002,1832.06.12_TheBelfastNews-Letter_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.12_TheHullPacketandHumberMercury_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.12_TheMorningChronicle_0001
1832.06.16_TheNewcastleCourantetc_0002,1832.06.13_TheDerbyMercury_0001
1832.06.16_TheNewcastleCourantetc_0002,1832.06.14_CaledonianMercury_0002
1832.06.16_TheNewcastleCourantetc_0002,1832.06.15_LiverpoolMercuryetc_0003
1832.06.16_TheNewcastleCourantetc_0002,1832.06.15_TheBelfastNews-Letter_0001
1832.06.16_TheNewcastleCourantetc_0002,1832.06.16_CaledonianMercury_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.16_TheBristolMercury_0004
1832.06.16_TheNewcastleCourantetc_0002,1832.06.16_TheManchesterTimesandGazette_0004
1832.06.16_TheNewcastleCourantetc_0003,1832.06.07_TheMorningChronicle_0002
1832.06.16_TheNewcastleCourantetc_0003,1832.06.07_TheMorningChronicle_0003
1832.06.16_TheNewcastleCourantetc_0003,1832.06.08_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.16_TheNewcastleCourantetc_0003,1832.06.08_TheMorningChronicle_0002
1832.06.16_TheNewcastleCourantetc_0003,1832.06.09_TheMorningChronicle_0002
1832.06.16_TheNewcastleCourantetc_0003,1832.06.11_CaledonianMercury_0004
1832.06.16_TheNewcastleCourantetc_0003,1832.06.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.16_TheNewcastleCourantetc_0003,1832.06.13_TheDerbyMercury_0004
1832.06.16_TheNewcastleCourantetc_0003,1832.06.15_LiverpoolMercuryetc_0003
1832.06.16_ThePoorMan'sGuardian_0003,1832.06.08_TheMorningChronicle_0001
1832.06.16_ThePoorMan'sGuardian_0003,1832.06.12_TheBelfastNews-Letter_0004
1832.06.16_ThePoorMan'sGuardian_0003,1832.06.16_TheNewcastleCourantetc_0002
1832.06.16_ThePoorMan'sGuardian_0004,1832.06.09_TheMorningChronicle_0002
1832.06.16_ThePoorMan'sGuardian_0004,1832.06.10_TheExaminer_0009
1832.06.16_ThePoorMan'sGuardian_0004,1832.06.12_TheMorningChronicle_0002
1832.06.16_ThePoorMan'sGuardian_0004,1832.06.14_CaledonianMercury_0002
1832.06.16_ThePoorMan'sGuardian_0005,1832.06.12_TheMorningChronicle_0002
1832.06.16_ThePoorMan'sGuardian_0006,1832.06.16_TheMorningChronicle_0001
1832.06.17_TheExaminer_0005,1832.06.14_TheMorningChronicle_0001
1832.06.17_TheExaminer_0005,1832.06.14_TheMorningChronicle_0002
1832.06.17_TheExaminer_0005,1832.06.15_TheMorningChronicle_0002
1832.06.17_TheExaminer_0006,1832.06.15_TheMorningChronicle_0002
1832.06.17_TheExaminer_0006,1832.06.15_TheMorningChronicle_0003
1832.06.17_TheExaminer_0007,1832.06.11_TheMorningChronicle_0001
1832.06.17_TheExaminer_0007,1832.06.15_TheMorningChronicle_0003
1832.06.17_TheExaminer_0008,1832.06.11_TheMorningChronicle_0001
1832.06.17_TheExaminer_0011,1832.06.12_TheMorningChronicle_0004
1832.06.17_TheExaminer_0011,1832.06.13_TheMorningChronicle_0002
1832.06.17_TheExaminer_0011,1832.06.15_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.17_TheExaminer_0011,1832.06.15_TheBelfastNews-Letter_0002
1832.06.17_TheExaminer_0011,1832.06.16_CaledonianMercury_0004
1832.06.17_TheExaminer_0012,1832.06.16_TheMorningChronicle_0001
1832.06.17_TheExaminer_0012,1832.06.16_TheMorningChronicle_0003
1832.06.17_TheExaminer_0012,1832.06.16_ThePoorMan'sGuardian_0006
1832.06.18_CaledonianMercury_0002,1832.06.14_TheMorningChronicle_0001
1832.06.18_CaledonianMercury_0002,1832.06.14_TheMorningChronicle_0002
1832.06.18_CaledonianMercury_0002,1832.06.15_TheMorningChronicle_0003
1832.06.18_CaledonianMercury_0002,1832.06.17_TheExaminer_0006
1832.06.18_CaledonianMercury_0004,1832.06.01_TheBelfastNews-Letter_0001
1832.06.18_CaledonianMercury_0004,1832.06.02_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.18_CaledonianMercury_0004,1832.06.02_TheBristolMercury_0001
1832.06.18_CaledonianMercury_0004,1832.06.03_TheExaminer_0011
1832.06.18_CaledonianMercury_0004,1832.06.05_TheBelfastNews-Letter_0001
1832.06.18_CaledonianMercury_0004,1832.06.09_ThePoorMan'sGuardian_0005
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.14_TheMorningChronicle_0002
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.14_TheMorningChronicle_0002
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.15_TheMorningChronicle_0002
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.15_TheMorningChronicle_0003
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.16_Cobbett'sWeeklyPoliticalRegister_0024
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.17_TheExaminer_0006
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.18_CaledonianMercury_0002
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.15_TheMorningChronicle_0003
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.15_TheMorningChronicle_0004
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_S0001,1832.06.14_TheMorningChronicle_0001
1832.06.18_HampshireTelegraphandSussexChronicleetc_0001,1832.06.13_TheMorningChronicle_0001
1832.06.18_TheMorningChronicle_0002,1832.06.16_TheLeedsMercury_0003
1832.06.19_NorthWalesChronicle_0003,1832.06.09_PrestonChronicle_0003
1832.06.19_NorthWalesChronicle_0003,1832.06.15_LiverpoolMercuryetc_0005
1832.06.19_NorthWalesChronicle_0004,1832.06.09_TheMorningChronicle_0003
1832.06.19_TheBelfastNews-Letter_0001,1832.06.09_PrestonChronicle_0002
1832.06.19_TheBelfastNews-Letter_0001,1832.06.14_TheMorningChronicle_0001
1832.06.19_TheBelfastNews-Letter_0001,1832.06.14_TheMorningChronicle_0002
1832.06.19_TheBelfastNews-Letter_0001,1832.06.15_LiverpoolMercuryetc_0005
1832.06.19_TheBelfastNews-Letter_0001,1832.06.15_TheMorningChronicle_0004
1832.06.19_TheBelfastNews-Letter_0001,1832.06.17_TheExaminer_0005
1832.06.19_TheBelfastNews-Letter_0001,1832.06.18_CaledonianMercury_0002
1832.06.19_TheBelfastNews-Letter_0001,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.19_TheBelfastNews-Letter_0001,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.19_TheBelfastNews-Letter_0001,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.19_TheHullPacketandHumberMercury_0001,1832.06.03_TheExaminer_0015
1832.06.19_TheHullPacketandHumberMercury_0001,1832.06.09_TheMorningChronicle_0004
1832.06.19_TheHullPacketandHumberMercury_0001,1832.06.11_TheMorningChronicle_0003
1832.06.19_TheHullPacketandHumberMercury_0001,1832.06.13_TheDerbyMercury_0001
1832.06.19_TheHullPacketandHumberMercury_0002,1832.06.18_CaledonianMercury_0002
1832.06.19_TheHullPacketandHumberMercury_0003,1832.06.13_TheMorningChronicle_0003
1832.06.19_TheHullPacketandHumberMercury_0003,1832.06.15_LiverpoolMercuryetc_0005
1832.06.19_TheHullPacketandHumberMercury_0003,1832.06.16_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.19_TheHullPacketandHumberMercury_0003,1832.06.16_TheBristolMercury_0003
1832.06.19_TheMorningChronicle_0002,1832.06.15_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.19_TheMorningChronicle_0004,1832.06.09_PrestonChronicle_0004
1832.06.20_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.18_TheMorningChronicle_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.11_TheMorningChronicle_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.12_TheHullPacketandHumberMercury_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.13_TheDerbyMercury_0001
1832.06.20_TheAberdeenJournal_0004,1832.06.14_CaledonianMercury_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.15_LiverpoolMercuryetc_0003
1832.06.20_TheAberdeenJournal_0004,1832.06.15_LiverpoolMercuryetc_0005
1832.06.20_TheAberdeenJournal_0004,1832.06.15_TheBelfastNews-Letter_0001
1832.06.20_TheAberdeenJournal_0004,1832.06.16_CaledonianMercury_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.16_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.20_TheAberdeenJournal_0004,1832.06.16_TheBristolMercury_0003
1832.06.20_TheAberdeenJournal_0004,1832.06.16_TheBristolMercury_0004
1832.06.20_TheAberdeenJournal_0004,1832.06.16_TheNewcastleCourantetc_0002
1832.06.20_TheAberdeenJournal_0004,1832.06.19_TheBelfastNews-Letter_0001
1832.06.20_TheAberdeenJournal_0004,1832.06.19_TheHullPacketandHumberMercury_0003
1832.06.20_TheDerbyMercury_0001,1832.06.09_TheBristolMercury_0003
1832.06.20_TheDerbyMercury_0001,1832.06.11_TheMorningChronicle_0004
1832.06.20_TheDerbyMercury_0001,1832.06.12_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.20_TheDerbyMercury_0001,1832.06.12_NorthWalesChronicle_0002
1832.06.20_TheDerbyMercury_0001,1832.06.12_TheHullPacketandHumberMercury_0004
1832.06.20_TheDerbyMercury_0001,1832.06.15_LiverpoolMercuryetc_0003
1832.06.20_TheDerbyMercury_0001,1832.06.15_TheBelfastNews-Letter_0001
1832.06.20_TheDerbyMercury_0001,1832.06.16_CaledonianMercury_0004
1832.06.20_TheDerbyMercury_0001,1832.06.16_TheMorningChronicle_0002
1832.06.20_TheDerbyMercury_0001,1832.06.16_TheMorningChronicle_0004
1832.06.20_TheDerbyMercury_0001,1832.06.16_TheNewcastleCourantetc_0002
1832.06.20_TheDerbyMercury_0001,1832.06.20_TheAberdeenJournal_0004
1832.06.20_TheDerbyMercury_0002,1832.06.16_TheMorningChronicle_0003
1832.06.20_TheDerbyMercury_0002,1832.06.17_TheExaminer_0012
1832.06.20_TheDerbyMercury_0004,1832.06.18_HampshireTelegraphandSussexChronicleetc_0003
1832.06.20_TheDerbyMercury_0004,1832.06.19_TheHullPacketandHumberMercury_0002
1832.06.20_TheDerbyMercury_0004,1832.06.20_TheAberdeenJournal_0004
1832.06.21_CaledonianMercury_0002,1832.06.19_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.21_CaledonianMercury_0002,1832.06.20_TheDerbyMercury_0002
1832.06.21_CaledonianMercury_0003,1832.06.20_TheDerbyMercury_0001
1832.06.21_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.20_TheDerbyMercury_0002
1832.06.21_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.21_CaledonianMercury_0002
1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.06.19_TheMorningChronicle_0001
1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.19_TheMorningChronicle_0002
1832.06.22_LiverpoolMercuryetc_0002,1832.06.15_TheMorningChronicle_0002
1832.06.22_LiverpoolMercuryetc_0002,1832.06.17_TheExaminer_0004
1832.06.22_LiverpoolMercuryetc_0007,1832.06.02_PrestonChronicle_0003
1832.06.22_LiverpoolMercuryetc_0007,1832.06.09_PrestonChronicle_0003
1832.06.22_LiverpoolMercuryetc_0007,1832.06.15_TheBelfastNews-Letter_0004
1832.06.22_TheBelfastNews-Letter_0001,1832.06.19_TheHullPacketandHumberMercury_0001
1832.06.22_TheBelfastNews-Letter_0001,1832.06.21_TheMorningChronicle_0004
1832.06.22_TheBelfastNews-Letter_0002,1832.06.20_TheDerbyMercury_0002
1832.06.22_TheBelfastNews-Letter_0002,1832.06.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.22_TheBelfastNews-Letter_0004,1832.06.08_LiverpoolMercuryetc_0007
1832.06.22_TheBelfastNews-Letter_0004,1832.06.21_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.22_TheBelfastNews-Letter_0004,1832.06.21_TheMorningChronicle_0004
1832.06.22_TheBelfastNews-Letter_0004,1832.06.22_LiverpoolMercuryetc_0007
1832.06.22_TheMorningChronicle_0001,1832.06.22_TheBelfastNews-Letter_0004
1832.06.22_TheMorningChronicle_0004,1832.06.21_CaledonianMercury_0003
1832.06.23_CaledonianMercury_0002,1832.06.20_TheMorningChronicle_0002
1832.06.23_CaledonianMercury_0002,1832.06.20_TheMorningChronicle_0003
1832.06.23_CaledonianMercury_0004,1832.06.19_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0001,1832.06.12_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0002,1832.06.12_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0002,1832.06.20_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0003,1832.06.20_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0004,1832.06.20_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012,1832.06.20_TheMorningChronicle_0003
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013,1832.06.20_TheMorningChronicle_0003
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0014,1832.06.20_TheMorningChronicle_0003
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0018,1832.06.21_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0019,1832.06.21_TheMorningChronicle_0002
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0021,1832.06.20_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0022,1832.06.20_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0023,1832.06.20_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0024,1832.06.20_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0025,1832.06.20_TheMorningChronicle_0004
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0029,1832.06.16_TheBristolMercury_0001
1832.06.23_Cobbett'sWeeklyPoliticalRegister_0032,1832.06.17_TheExaminer_0015
1832.06.23_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.20_TheMorningChronicle_0004
1832.06.23_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0021
1832.06.23_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0022
1832.06.23_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0023
1832.06.23_TheBristolMercury_0001,1832.06.05_TheBelfastNews-Letter_0003
1832.06.23_TheBristolMercury_0001,1832.06.08_TheBelfastNews-Letter_0003
1832.06.23_TheBristolMercury_0001,1832.06.20_TheDerbyMercury_0001
1832.06.23_TheBristolMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0029
1832.06.23_TheBristolMercury_0004,1832.06.09_PrestonChronicle_0003
1832.06.23_TheManchesterTimesandGazette_0004,1832.06.08_LiverpoolMercuryetc_0003
1832.06.23_TheManchesterTimesandGazette_0004,1832.06.18_TheMorningChronicle_0004
1832.06.23_TheMorningChronicle_0003,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0028
1832.06.23_TheNewcastleCourantetc_0002,1832.06.14_TheMorningChronicle_0001
1832.06.23_TheNewcastleCourantetc_0002,1832.06.14_TheMorningChronicle_0002
1832.06.23_TheNewcastleCourantetc_0002,1832.06.16_TheMorningChronicle_0001
1832.06.23_TheNewcastleCourantetc_0002,1832.06.18_CaledonianMercury_0002
1832.06.23_TheNewcastleCourantetc_0002,1832.06.19_TheBelfastNews-Letter_0001
1832.06.23_TheNewcastleCourantetc_0002,1832.06.19_TheHullPacketandHumberMercury_0001
1832.06.23_TheNewcastleCourantetc_0002,1832.06.22_TheBelfastNews-Letter_0001
1832.06.23_TheNewcastleCourantetc_0003,1832.06.05_TheHullPacketandHumberMercury_0001
1832.06.23_TheNewcastleCourantetc_0003,1832.06.15_TheMorningChronicle_0002
1832.06.23_TheNewcastleCourantetc_0003,1832.06.17_TheExaminer_0005
1832.06.23_TheNewcastleCourantetc_0003,1832.06.17_TheExaminer_0006
1832.06.23_TheNewcastleCourantetc_0003,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.23_ThePoorMan'sGuardian_0002,1832.06.16_Cobbett'sWeeklyPoliticalRegister_0026
1832.06.23_ThePoorMan'sGuardian_0003,1832.06.16_Cobbett'sWeeklyPoliticalRegister_0027
1832.06.23_ThePoorMan'sGuardian_0005,1832.06.15_TheMorningChronicle_0002
1832.06.23_ThePoorMan'sGuardian_0005,1832.06.17_TheExaminer_0005
1832.06.23_ThePoorMan'sGuardian_0005,1832.06.17_TheExaminer_0006
1832.06.23_ThePoorMan'sGuardian_0005,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.23_ThePoorMan'sGuardian_0005,1832.06.23_TheNewcastleCourantetc_0003
1832.06.23_ThePoorMan'sGuardian_0007,1832.06.19_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.24_TheExaminer_0005,1832.06.19_TheMorningChronicle_0001
1832.06.24_TheExaminer_0005,1832.06.19_TheMorningChronicle_0002
1832.06.24_TheExaminer_0005,1832.06.23_CaledonianMercury_0004
1832.06.24_TheExaminer_0006,1832.06.20_TheMorningChronicle_0002
1832.06.24_TheExaminer_0006,1832.06.21_TheMorningChronicle_0002
1832.06.24_TheExaminer_0007,1832.06.20_TheMorningChronicle_0004
1832.06.24_TheExaminer_0007,1832.06.21_TheMorningChronicle_0002
1832.06.24_TheExaminer_0007,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0024
1832.06.24_TheExaminer_0009,1832.06.23_TheMorningChronicle_0003
1832.06.24_TheExaminer_0010,1832.06.22_TheBelfastNews-Letter_0004
1832.06.24_TheExaminer_0010,1832.06.22_TheMorningChronicle_0001
1832.06.24_TheExaminer_0011,1832.06.22_TheMorningChronicle_0004
1832.06.24_TheExaminer_0012,1832.06.22_TheMorningChronicle_0004
1832.06.24_TheExaminer_0014,1832.06.18_TheMorningChronicle_0001
1832.06.24_TheExaminer_0015,1832.06.05_TheHullPacketandHumberMercury_0001
1832.06.24_TheExaminer_0015,1832.06.08_LiverpoolMercuryetc_0005
1832.06.25_CaledonianMercury_0002,1832.06.21_TheMorningChronicle_0002
1832.06.25_CaledonianMercury_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0019
1832.06.25_CaledonianMercury_0002,1832.06.24_TheExaminer_0006
1832.06.25_CaledonianMercury_0004,1832.06.22_LiverpoolMercuryetc_0006
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.20_TheMorningChronicle_0003
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0014
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.06.25_CaledonianMercury_0002
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.22_TheMorningChronicle_0003
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.22_TheMorningChronicle_0002
1832.06.25_HampshireTelegraphandSussexChronicleetc_0001,1832.06.20_TheDerbyMercury_0002
1832.06.25_HampshireTelegraphandSussexChronicleetc_0002,1832.06.20_TheDerbyMercury_0001
1832.06.25_HampshireTelegraphandSussexChronicleetc_0002,1832.06.20_TheMorningChronicle_0003
1832.06.25_HampshireTelegraphandSussexChronicleetc_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012
1832.06.25_HampshireTelegraphandSussexChronicleetc_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.25_HampshireTelegraphandSussexChronicleetc_0002,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.25_TheMorningChronicle_0001,1832.06.24_TheExaminer_0014
1832.06.26_NorthWalesChronicle_0001,1832.06.13_TheMorningChronicle_0004
1832.06.26_NorthWalesChronicle_0001,1832.06.16_TheMorningChronicle_0004
1832.06.26_NorthWalesChronicle_0002,1832.06.20_TheMorningChronicle_0003
1832.06.26_NorthWalesChronicle_0002,1832.06.22_LiverpoolMercuryetc_0002
1832.06.26_NorthWalesChronicle_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.26_NorthWalesChronicle_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0014
1832.06.26_NorthWalesChronicle_0002,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.26_NorthWalesChronicle_0002,1832.06.25_HampshireTelegraphandSussexChronicleetc_0002
1832.06.26_NorthWalesChronicle_0004,1832.06.15_LiverpoolMercuryetc_0006
1832.06.26_NorthWalesChronicle_0004,1832.06.16_TheMorningChronicle_0002
1832.06.26_TheBelfastNews-Letter_0001,1832.06.19_TheMorningChronicle_0001
1832.06.26_TheBelfastNews-Letter_0001,1832.06.19_TheMorningChronicle_0002
1832.06.26_TheBelfastNews-Letter_0001,1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.26_TheBelfastNews-Letter_0001,1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.26_TheBelfastNews-Letter_0001,1832.06.23_CaledonianMercury_0004
1832.06.26_TheBelfastNews-Letter_0001,1832.06.24_TheExaminer_0005
1832.06.26_TheBelfastNews-Letter_0004,1832.06.20_TheMorningChronicle_0001
1832.06.26_TheBelfastNews-Letter_0004,1832.06.20_TheMorningChronicle_0003
1832.06.26_TheBelfastNews-Letter_0004,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012
1832.06.26_TheBelfastNews-Letter_0004,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.26_TheBelfastNews-Letter_0004,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.26_TheBelfastNews-Letter_0004,1832.06.25_HampshireTelegraphandSussexChronicleetc_0002
1832.06.26_TheBelfastNews-Letter_0004,1832.06.26_NorthWalesChronicle_0002
1832.06.26_TheHullPacketandHumberMercury_0001,1832.06.16_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.26_TheHullPacketandHumberMercury_0001,1832.06.20_TheDerbyMercury_0001
1832.06.26_TheHullPacketandHumberMercury_0001,1832.06.25_CaledonianMercury_0001
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.20_TheMorningChronicle_0003
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0014
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.24_TheExaminer_0008
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.25_HampshireTelegraphandSussexChronicleetc_0002
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.26_NorthWalesChronicle_0002
1832.06.26_TheHullPacketandHumberMercury_0002,1832.06.26_TheBelfastNews-Letter_0004
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.15_TheMorningChronicle_0002
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.15_TheMorningChronicle_0003
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.17_TheExaminer_0006
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.18_CaledonianMercury_0002
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.20_TheMorningChronicle_0001
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.22_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.23_TheNewcastleCourantetc_0003
1832.06.26_TheHullPacketandHumberMercury_0004,1832.06.23_ThePoorMan'sGuardian_0005
1832.06.27_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.06.25_TheMorningChronicle_0004
1832.06.27_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.22_TheBelfastNews-Letter_0002
1832.06.27_Freeman'sJournalandDailyCommercialAdvertiser_0004,1832.06.24_TheExaminer_0002
1832.06.27_TheAberdeenJournal_0004,1832.06.21_CaledonianMercury_0002
1832.06.27_TheDerbyMercury_0001,1832.06.20_TheMorningChronicle_0003
1832.06.27_TheDerbyMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0012
1832.06.27_TheDerbyMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0013
1832.06.27_TheDerbyMercury_0001,1832.06.23_Cobbett'sWeeklyPoliticalRegister_0014
1832.06.27_TheDerbyMercury_0001,1832.06.25_CaledonianMercury_0001
1832.06.27_TheDerbyMercury_0001,1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
