1832.10.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.10.01_CaledonianMercury_0002
1832.10.23_TheHullPacketandHumberMercury_0003,1832.10.14_TheExaminer_0012
1832.10.23_TheHullPacketandHumberMercury_0003,1832.10.15_TheMorningChronicle_0004
1832.10.23_TheHullPacketandHumberMercury_0003,1832.10.19_TheBelfastNews-Letter_0004
1832.10.23_TheHullPacketandHumberMercury_0004,1832.10.14_TheExaminer_0009
1832.10.24_TheAberdeenJournal_0002,1832.10.17_TheDerbyMercury_0004
1832.10.24_TheAberdeenJournal_0002,1832.10.19_LiverpoolMercuryetc_0008
1832.10.24_TheAberdeenJournal_0002,1832.10.19_TheMorningChronicle_0001
1832.10.24_TheAberdeenJournal_0002,1832.10.20_CaledonianMercury_0002
1832.10.24_TheAberdeenJournal_0002,1832.10.20_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.10.24_TheAberdeenJournal_0002,1832.10.23_TheBelfastNews-Letter_0001
1832.10.24_TheAberdeenJournal_0004,1832.10.12_TheMorningChronicle_0003
1832.10.24_TheAberdeenJournal_0004,1832.10.18_CaledonianMercury_0002
1832.10.24_TheAberdeenJournal_0004,1832.10.23_TheHullPacketandHumberMercury_0003
1832.10.24_TheDerbyMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.10.24_TheDerbyMercury_0001,1832.10.19_LiverpoolMercuryetc_0005
1832.10.24_TheDerbyMercury_0001,1832.10.20_PrestonChronicle_0001
1832.10.24_TheDerbyMercury_0001,1832.10.22_HampshireTelegraphandSussexChronicleetc_0001
1832.10.24_TheDerbyMercury_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.24_TheDerbyMercury_0002,1832.10.19_LiverpoolMercuryetc_0008
1832.10.24_TheDerbyMercury_0002,1832.10.19_TheMorningChronicle_0001
1832.10.24_TheDerbyMercury_0002,1832.10.20_CaledonianMercury_0002
1832.10.24_TheDerbyMercury_0002,1832.10.20_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.10.24_TheDerbyMercury_0002,1832.10.23_TheBelfastNews-Letter_0001
1832.10.24_TheDerbyMercury_0002,1832.10.24_TheAberdeenJournal_0002
1832.10.24_TheMorningChronicle_0003,1832.10.20_PrestonChronicle_0003
1832.10.25_CaledonianMercury_0001,1832.10.20_TheMorningChronicle_0002
1832.10.25_CaledonianMercury_0001,1832.10.21_TheExaminer_0002
1832.10.25_CaledonianMercury_0001,1832.10.21_TheExaminer_0003
1832.10.25_CaledonianMercury_0002,1832.10.16_TheMorningChronicle_0002
1832.10.25_CaledonianMercury_0002,1832.10.19_TheBelfastNews-Letter_0002
1832.10.25_CaledonianMercury_0002,1832.10.20_TheMorningChronicle_0003
1832.10.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.05_TheMorningChronicle_0001
1832.10.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.16_TheHullPacketandHumberMercury_0002
1832.10.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.19_LiverpoolMercuryetc_0004
1832.10.25_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.25_TheMorningChronicle_0001,1832.10.20_TheBristolMercury_0002
1832.10.25_TheMorningChronicle_0002,1832.10.20_TheBristolMercury_0002
1832.10.25_TheMorningChronicle_0003,1832.10.22_CaledonianMercury_0004
1832.10.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1832.10.17_TheMorningChronicle_0001
1832.10.26_LiverpoolMercuryetc_0002,1832.10.19_TheMorningChronicle_0003
1832.10.26_LiverpoolMercuryetc_0002,1832.10.20_TheLeedsMercury_0005
1832.10.26_LiverpoolMercuryetc_0002,1832.10.21_TheExaminer_0003
1832.10.26_LiverpoolMercuryetc_0002,1832.10.21_TheExaminer_0004
1832.10.26_LiverpoolMercuryetc_0002,1832.10.22_TheMorningChronicle_0003
1832.10.26_LiverpoolMercuryetc_0007,1832.10.06_PrestonChronicle_0003
1832.10.26_TheBelfastNews-Letter_0002,1832.10.04_TheMorningChronicle_0004
1832.10.26_TheBelfastNews-Letter_0002,1832.10.22_CaledonianMercury_0004
1832.10.26_TheBelfastNews-Letter_0002,1832.10.25_TheMorningChronicle_0003
1832.10.26_TheBelfastNews-Letter_0004,1832.10.23_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.10.26_TheBelfastNews-Letter_0004,1832.10.23_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.10.26_TheMorningChronicle_0003,1832.10.23_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.10.26_TheMorningChronicle_0003,1832.10.23_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.10.27_CaledonianMercury_0001,1832.10.20_PrestonChronicle_0001
1832.10.27_CaledonianMercury_0001,1832.10.21_TheExaminer_0015
1832.10.27_CaledonianMercury_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.27_CaledonianMercury_0002,1832.10.12_TheMorningChronicle_0004
1832.10.27_CaledonianMercury_0002,1832.10.17_TheDerbyMercury_0004
1832.10.27_CaledonianMercury_0002,1832.10.19_TheBelfastNews-Letter_0004
1832.10.27_CaledonianMercury_0002,1832.10.20_PrestonChronicle_0004
1832.10.27_CaledonianMercury_0004,1832.10.23_TheMorningChronicle_0002
1832.10.27_Cobbett'sWeeklyPoliticalRegister_0013,1832.10.23_TheMorningChronicle_0003
1832.10.27_PrestonChronicle_0001,1832.10.10_TheDerbyMercury_0001
1832.10.27_PrestonChronicle_0001,1832.10.20_TheLeedsMercury_0004
1832.10.27_PrestonChronicle_0001,1832.10.20_TheMorningChronicle_0001
1832.10.27_PrestonChronicle_0001,1832.10.22_TheMorningChronicle_0003
1832.10.27_PrestonChronicle_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.27_PrestonChronicle_0001,1832.10.24_TheDerbyMercury_0002
1832.10.27_PrestonChronicle_0001,1832.10.24_TheMorningChronicle_0002
1832.10.27_PrestonChronicle_0002,1832.10.24_TheMorningChronicle_0002
1832.10.27_PrestonChronicle_0002,1832.10.25_CaledonianMercury_0002
1832.10.27_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.10.12_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.10.19_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1832.10.27_PrestonChronicle_0003,1832.10.26_TheBelfastNews-Letter_0004
1832.10.27_PrestonChronicle_0004,1832.10.19_TheMorningChronicle_0003
1832.10.27_PrestonChronicle_0004,1832.10.21_TheExaminer_0003
1832.10.27_PrestonChronicle_0004,1832.10.21_TheExaminer_0004
1832.10.27_PrestonChronicle_0004,1832.10.26_LiverpoolMercuryetc_0002
1832.10.27_TheBristolMercury_0001,1832.10.24_TheMorningChronicle_0003
1832.10.27_TheLeedsMercury_0006,1832.10.05_LiverpoolMercuryetc_0007
1832.10.27_TheManchesterTimesandGazette_0004,1832.10.21_TheExaminer_0001
1832.10.27_TheMorningChronicle_0003,1832.10.23_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.10.27_TheNewcastleCourantetc_0003,1832.10.05_TheMorningChronicle_0001
1832.10.27_TheNewcastleCourantetc_0003,1832.10.12_LiverpoolMercuryetc_0003
1832.10.27_TheNewcastleCourantetc_0003,1832.10.16_TheHullPacketandHumberMercury_0001
1832.10.27_TheNewcastleCourantetc_0003,1832.10.16_TheHullPacketandHumberMercury_0002
1832.10.27_TheNewcastleCourantetc_0003,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.27_TheNewcastleCourantetc_0003,1832.10.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1832.10.28_TheExaminer_0002,1832.10.22_TheMorningChronicle_0001
1832.10.28_TheExaminer_0003,1832.10.26_TheMorningChronicle_0003
1832.10.28_TheExaminer_0004,1832.10.24_TheMorningChronicle_0002
1832.10.28_TheExaminer_0007,1832.10.27_TheMorningChronicle_0001
1832.10.28_TheExaminer_0008,1832.10.27_TheMorningChronicle_0001
1832.10.28_TheExaminer_0009,1832.10.22_TheMorningChronicle_0004
1832.10.28_TheExaminer_0010,1832.10.26_TheMorningChronicle_0002
1832.10.28_TheExaminer_0011,1832.10.22_TheMorningChronicle_0004
1832.10.28_TheExaminer_0011,1832.10.23_TheMorningChronicle_0004
1832.10.28_TheExaminer_0011,1832.10.24_TheMorningChronicle_0004
1832.10.28_TheExaminer_0011,1832.10.25_TheMorningChronicle_0004
1832.10.28_TheExaminer_0011,1832.10.26_TheMorningChronicle_0004
1832.10.28_TheExaminer_0014,1832.10.25_TheMorningChronicle_0001
1832.10.28_TheExaminer_0015,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.28_TheExaminer_0016,1832.10.27_ThePoorMan'sGuardian_0004
1832.10.28_TheExaminer_0016,1832.10.27_ThePoorMan'sGuardian_0005
1832.10.29_CaledonianMercury_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1832.10.29_CaledonianMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.10.29_CaledonianMercury_0001,1832.10.13_PrestonChronicle_0001
1832.10.29_CaledonianMercury_0001,1832.10.17_TheDerbyMercury_0001
1832.10.29_CaledonianMercury_0002,1832.10.27_TheMorningChronicle_0001
1832.10.29_CaledonianMercury_0002,1832.10.27_TheMorningChronicle_0002
1832.10.29_CaledonianMercury_0002,1832.10.28_TheExaminer_0007
1832.10.29_CaledonianMercury_0002,1832.10.28_TheExaminer_0008
1832.10.29_CaledonianMercury_0004,1832.10.23_TheMorningChronicle_0002
1832.10.29_CaledonianMercury_0004,1832.10.24_TheMorningChronicle_0004
1832.10.29_CaledonianMercury_0004,1832.10.25_TheMorningChronicle_0004
1832.10.29_CaledonianMercury_0004,1832.10.27_TheNewcastleCourantetc_0002
1832.10.29_CaledonianMercury_0004,1832.10.28_TheExaminer_0011
1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.27_TheMorningChronicle_0002
1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.29_CaledonianMercury_0002
1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0002,1832.10.27_TheBristolMercury_0003
1832.10.29_HampshireTelegraphandSussexChronicleetc_0001,1832.10.20_PrestonChronicle_0002
1832.10.29_HampshireTelegraphandSussexChronicleetc_0001,1832.10.26_LiverpoolMercuryetc_0002
1832.10.29_HampshireTelegraphandSussexChronicleetc_0003,1832.10.27_TheMorningChronicle_0001
1832.10.29_HampshireTelegraphandSussexChronicleetc_0003,1832.10.29_CaledonianMercury_0002
1832.10.29_TheMorningChronicle_0001,1832.10.28_TheExaminer_0014
1832.10.29_TheMorningChronicle_0003,1832.10.29_HampshireTelegraphandSussexChronicleetc_0004
1832.10.30_TheBelfastNews-Letter_0001,1832.10.20_TheMorningChronicle_0003
1832.10.30_TheBelfastNews-Letter_0001,1832.10.23_TheMorningChronicle_0004
1832.10.30_TheBelfastNews-Letter_0001,1832.10.24_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.10.30_TheBelfastNews-Letter_0001,1832.10.24_TheMorningChronicle_0004
1832.10.30_TheBelfastNews-Letter_0001,1832.10.25_CaledonianMercury_0002
1832.10.30_TheBelfastNews-Letter_0001,1832.10.28_TheExaminer_0011
1832.10.30_TheBelfastNews-Letter_0001,1832.10.29_CaledonianMercury_0004
1832.10.30_TheBelfastNews-Letter_0002,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0005
1832.10.30_TheBelfastNews-Letter_0002,1832.10.27_TheMorningChronicle_0001
1832.10.30_TheBelfastNews-Letter_0002,1832.10.28_TheExaminer_0008
1832.10.30_TheBelfastNews-Letter_0002,1832.10.29_CaledonianMercury_0002
1832.10.30_TheBelfastNews-Letter_0002,1832.10.29_HampshireTelegraphandSussexChronicleetc_0003
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.07_TheExaminer_0015
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.16_TheBelfastNews-Letter_0001
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.20_PrestonChronicle_0002
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.24_TheDerbyMercury_0004
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.26_TheBelfastNews-Letter_0004
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.27_TheNewcastleCourantetc_0003
1832.10.30_TheHullPacketandHumberMercury_0001,1832.10.29_HampshireTelegraphandSussexChronicleetc_0001
1832.10.30_TheHullPacketandHumberMercury_0002,1832.10.19_TheMorningChronicle_0004
1832.10.30_TheHullPacketandHumberMercury_0002,1832.10.26_LiverpoolMercuryetc_0002
1832.10.30_TheHullPacketandHumberMercury_0002,1832.10.27_TheBristolMercury_0001
1832.10.30_TheHullPacketandHumberMercury_0003,1832.10.25_TheMorningChronicle_0003
1832.10.30_TheHullPacketandHumberMercury_0004,1832.10.17_TheMorningChronicle_0003
1832.10.30_TheHullPacketandHumberMercury_0004,1832.10.19_TheBelfastNews-Letter_0004
1832.10.30_TheHullPacketandHumberMercury_0004,1832.10.20_Cobbett'sWeeklyPoliticalRegister_0021
1832.10.30_TheHullPacketandHumberMercury_0004,1832.10.20_Cobbett'sWeeklyPoliticalRegister_0022
1832.10.30_TheHullPacketandHumberMercury_0004,1832.10.20_Cobbett'sWeeklyPoliticalRegister_0023
1832.10.30_TheMorningChronicle_0001,1832.10.16_TheHullPacketandHumberMercury_0002
1832.10.30_TheMorningChronicle_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.10.30_TheMorningChronicle_0001,1832.10.28_TheExaminer_0014
1832.10.31_TheAberdeenJournal_0001,1832.10.17_TheDerbyMercury_0001
1832.10.31_TheAberdeenJournal_0002,1832.10.18_CaledonianMercury_0001
1832.10.31_TheAberdeenJournal_0002,1832.10.25_CaledonianMercury_0002
1832.10.31_TheAberdeenJournal_0004,1832.10.22_TheMorningChronicle_0003
1832.10.31_TheAberdeenJournal_0004,1832.10.23_TheBelfastNews-Letter_0004
1832.10.31_TheAberdeenJournal_0004,1832.10.27_TheNewcastleCourantetc_0002
1832.10.31_TheAberdeenJournal_0004,1832.10.29_CaledonianMercury_0004
1832.10.31_TheAberdeenJournal_0004,1832.10.30_TheBelfastNews-Letter_0002
1832.10.31_TheAberdeenJournal_0004,1832.10.30_TheHullPacketandHumberMercury_0003
1832.10.31_TheDerbyMercury_0002,1832.10.27_TheBristolMercury_0002
1832.10.31_TheDerbyMercury_0002,1832.10.27_TheMorningChronicle_0002
1832.10.31_TheDerbyMercury_0002,1832.10.29_CaledonianMercury_0002
1832.10.31_TheDerbyMercury_0002,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.10.31_TheDerbyMercury_0002,1832.10.29_TheMorningChronicle_0003
1832.11.01_CaledonianMercury_0001,1832.10.29_TheMorningChronicle_0002
1832.11.01_CaledonianMercury_0002,1832.10.29_TheMorningChronicle_0002
1832.11.01_CaledonianMercury_0002,1832.10.29_TheMorningChronicle_0003
1832.11.01_CaledonianMercury_0002,1832.10.29_TheMorningChronicle_0004
1832.11.01_CaledonianMercury_0004,1832.10.25_TheMorningChronicle_0003
1832.11.01_CaledonianMercury_0004,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0003
1832.11.01_CaledonianMercury_0004,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0004
1832.11.01_CaledonianMercury_0004,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0008
1832.11.01_CaledonianMercury_0004,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0011
1832.11.01_CaledonianMercury_0004,1832.10.27_Cobbett'sWeeklyPoliticalRegister_0012
1832.11.01_CaledonianMercury_0004,1832.10.30_TheBelfastNews-Letter_0002
1832.11.01_CaledonianMercury_0004,1832.10.30_TheHullPacketandHumberMercury_0003
1832.11.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1832.10.12_LiverpoolMercuryetc_0003
1832.11.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1832.10.29_CaledonianMercury_0001
1832.11.02_LiverpoolMercuryetc_0002,1832.10.29_TheMorningChronicle_0003
1832.11.02_LiverpoolMercuryetc_0002,1832.10.31_TheDerbyMercury_0002
1832.11.02_LiverpoolMercuryetc_0003,1832.10.24_TheDerbyMercury_0001
1832.11.02_LiverpoolMercuryetc_0007,1832.10.06_TheLeedsMercury_0006
1832.11.02_LiverpoolMercuryetc_0007,1832.10.12_TheBelfastNews-Letter_0004
1832.11.02_LiverpoolMercuryetc_0007,1832.10.20_TheLeedsMercury_0006
1832.11.02_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1832.11.02_LiverpoolMercuryetc_0007,1832.10.27_TheLeedsMercury_0006
1832.11.02_TheBelfastNews-Letter_0001,1832.10.22_TheMorningChronicle_0003
1832.11.02_TheBelfastNews-Letter_0001,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.11.03_CaledonianMercury_0002,1832.10.29_TheMorningChronicle_0004
1832.11.03_CaledonianMercury_0002,1832.10.31_TheMorningChronicle_0004
1832.11.03_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.10.30_TheMorningChronicle_0003
1832.11.03_PrestonChronicle_0001,1832.10.27_TheMorningChronicle_0002
1832.11.03_PrestonChronicle_0001,1832.10.29_CaledonianMercury_0002
1832.11.03_PrestonChronicle_0001,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.11.03_PrestonChronicle_0001,1832.10.31_TheDerbyMercury_0002
1832.11.03_PrestonChronicle_0001,1832.10.31_TheMorningChronicle_0004
1832.11.03_PrestonChronicle_0002,1832.10.22_CaledonianMercury_0004
1832.11.03_PrestonChronicle_0002,1832.10.25_TheMorningChronicle_0003
1832.11.03_PrestonChronicle_0002,1832.10.25_TheMorningChronicle_0004
1832.11.03_PrestonChronicle_0002,1832.10.30_TheHullPacketandHumberMercury_0001
1832.11.03_PrestonChronicle_0002,1832.10.30_TheHullPacketandHumberMercury_0003
1832.11.03_PrestonChronicle_0002,1832.10.31_TheDerbyMercury_0004
1832.11.03_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1832.11.03_PrestonChronicle_0004,1832.10.25_TheMorningChronicle_0003
1832.11.03_PrestonChronicle_0004,1832.10.31_TheDerbyMercury_0004
1832.11.03_TheLeedsMercury_0003,1832.10.31_TheAberdeenJournal_0004
1832.11.03_TheLeedsMercury_0007,1832.10.30_TheHullPacketandHumberMercury_0004
1832.11.03_TheNewcastleCourantetc_0002,1832.10.28_TheExaminer_0010
1832.11.03_TheNewcastleCourantetc_0002,1832.10.29_TheMorningChronicle_0004
1832.11.03_TheNewcastleCourantetc_0002,1832.10.31_TheDerbyMercury_0004
1832.11.03_TheNewcastleCourantetc_0003,1832.10.12_LiverpoolMercuryetc_0003
1832.11.03_TheNewcastleCourantetc_0003,1832.10.24_TheDerbyMercury_0001
1832.11.04_TheExaminer_0009,1832.10.27_TheMorningChronicle_0002
1832.11.04_TheExaminer_0015,1832.10.25_TheMorningChronicle_0001
1832.11.04_TheExaminer_0015,1832.10.29_TheMorningChronicle_0001
1832.11.04_TheExaminer_0015,1832.10.30_TheMorningChronicle_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.10_TheDerbyMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.13_PrestonChronicle_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.17_TheDerbyMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.23_TheHullPacketandHumberMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.29_CaledonianMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0001,1832.10.30_TheHullPacketandHumberMercury_0001
1832.11.05_HampshireTelegraphandSussexChronicleetc_0002,1832.10.31_TheDerbyMercury_0004
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.13_PrestonChronicle_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.17_TheDerbyMercury_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.20_PrestonChronicle_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.20_PrestonChronicle_0002
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.22_HampshireTelegraphandSussexChronicleetc_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.29_HampshireTelegraphandSussexChronicleetc_0001
1832.11.06_TheHullPacketandHumberMercury_0001,1832.10.31_TheDerbyMercury_0001
1832.11.06_TheHullPacketandHumberMercury_0002,1832.10.27_TheMorningChronicle_0003
1832.11.06_TheHullPacketandHumberMercury_0002,1832.10.31_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.11.06_TheHullPacketandHumberMercury_0002,1832.10.31_TheDerbyMercury_0002
1832.11.06_TheHullPacketandHumberMercury_0002,1832.10.31_TheDerbyMercury_0004
1832.11.06_TheHullPacketandHumberMercury_0004,1832.10.29_TheMorningChronicle_0004
1832.11.06_TheHullPacketandHumberMercury_0004,1832.10.30_TheBelfastNews-Letter_0001
1832.11.07_TheAberdeenJournal_0004,1832.10.28_TheExaminer_0009
1832.11.07_TheAberdeenJournal_0004,1832.10.30_TheBelfastNews-Letter_0002
1832.11.07_TheDerbyMercury_0001,1832.10.07_TheExaminer_0015
1832.11.07_TheDerbyMercury_0001,1832.10.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
1832.11.07_TheDerbyMercury_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.11.07_TheDerbyMercury_0001,1832.10.20_PrestonChronicle_0002
1832.11.07_TheDerbyMercury_0001,1832.10.27_TheNewcastleCourantetc_0003
1832.11.07_TheDerbyMercury_0001,1832.10.29_HampshireTelegraphandSussexChronicleetc_0001
1832.11.07_TheDerbyMercury_0001,1832.10.30_TheHullPacketandHumberMercury_0001
1832.11.07_TheDerbyMercury_0004,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.11.08_CaledonianMercury_0004,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.11.08_CaledonianMercury_0004,1832.10.29_Freeman'sJournalandDailyCommercialAdvertiser_0004
1832.11.09_LiverpoolMercuryetc_0007,1832.10.13_TheBristolMercury_0004
1832.11.09_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1832.11.09_TheBelfastNews-Letter_0004,1832.10.24_TheAberdeenJournal_0004
1832.11.10_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.10.19_LiverpoolMercuryetc_0007
1832.11.10_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1832.11.10_TheBristolMercury_0002,1832.10.24_TheDerbyMercury_0001
1832.11.10_ThePoorMan'sGuardian_0005,1832.10.30_TheMorningChronicle_0004
1832.11.11_TheExaminer_0014,1832.10.25_TheMorningChronicle_0001
1832.11.11_TheExaminer_0014,1832.10.29_TheMorningChronicle_0001
1832.11.11_TheExaminer_0014,1832.10.30_TheMorningChronicle_0001
1832.11.13_TheHullPacketandHumberMercury_0004,1832.10.11_CaledonianMercury_0004
1832.11.16_LiverpoolMercuryetc_0003,1832.10.26_TheBelfastNews-Letter_0004
1832.11.18_TheExaminer_0015,1832.10.29_TheMorningChronicle_0001
1832.11.18_TheExaminer_0015,1832.10.30_TheMorningChronicle_0001
1832.11.23_TheBelfastNews-Letter_0004,1832.10.12_LiverpoolMercuryetc_0007
1832.11.24_TheNewcastleCourantetc_0003,1832.10.16_TheHullPacketandHumberMercury_0001
1832.11.24_TheNewcastleCourantetc_0003,1832.10.23_TheHullPacketandHumberMercury_0001
1832.11.27_TheHullPacketandHumberMercury_0001,1832.10.13_PrestonChronicle_0001
1832.11.27_TheHullPacketandHumberMercury_0001,1832.10.20_PrestonChronicle_0001
1832.11.30_LiverpoolMercuryetc_0007,1832.10.27_PrestonChronicle_0003
1832.11.30_TheBelfastNews-Letter_0004,1832.10.27_PrestonChronicle_0003
1832.12.01_PrestonChronicle_0003,1832.10.12_LiverpoolMercuryetc_0007
1832.12.01_PrestonChronicle_0003,1832.10.19_LiverpoolMercuryetc_0007
1832.12.01_PrestonChronicle_0003,1832.10.26_LiverpoolMercuryetc_0007
1832.12.01_TheBristolMercury_0002,1832.10.13_PrestonChronicle_0001
1832.12.01_TheBristolMercury_0002,1832.10.16_TheHullPacketandHumberMercury_0001
1832.12.01_TheBristolMercury_0002,1832.10.20_PrestonChronicle_0001
1832.12.01_TheBristolMercury_0002,1832.10.23_TheHullPacketandHumberMercury_0001
1832.12.06_CaledonianMercury_0001,1832.10.14_TheExaminer_0015
1832.12.06_CaledonianMercury_0001,1832.10.21_TheExaminer_0015
1832.12.07_LiverpoolMercuryetc_0003,1832.10.27_PrestonChronicle_0003
1832.12.07_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1832.12.08_CaledonianMercury_0001,1832.10.29_TheMorningChronicle_0003
1832.12.08_CaledonianMercury_0001,1832.10.31_TheDerbyMercury_0002
1832.12.08_PrestonChronicle_0003,1832.10.05_LiverpoolMercuryetc_0007
1832.12.08_TheBristolMercury_0002,1832.10.13_PrestonChronicle_0001
1832.12.11_NorthWalesChronicle_0004,1832.10.29_TheMorningChronicle_0003
1832.12.14_LiverpoolMercuryetc_0006,1832.10.01_TheMorningChronicle_0004
1832.12.14_LiverpoolMercuryetc_0006,1832.10.06_TheLeedsMercury_0007
1832.12.14_LiverpoolMercuryetc_0006,1832.10.06_TheManchesterTimesandGazette_0004
1832.12.14_LiverpoolMercuryetc_0006,1832.10.12_TheBelfastNews-Letter_0004
1832.12.19_TheAberdeenJournal_0001,1832.10.12_LiverpoolMercuryetc_0003
1832.12.19_TheAberdeenJournal_0001,1832.10.15_HampshireTelegraphandSussexChronicleetc_0001
1832.12.19_TheAberdeenJournal_0001,1832.10.29_CaledonianMercury_0001
1832.12.21_TheBelfastNews-Letter_0004,1832.10.05_LiverpoolMercuryetc_0007
1832.12.22_TheBristolMercury_0002,1832.10.18_CaledonianMercury_0001
1832.12.26_TheAberdeenJournal_0001,1832.10.09_TheHullPacketandHumberMercury_0001
1832.12.26_TheAberdeenJournal_0001,1832.10.13_PrestonChronicle_0001
1832.12.26_TheAberdeenJournal_0001,1832.10.17_TheDerbyMercury_0001
1832.12.26_TheAberdeenJournal_0001,1832.10.29_CaledonianMercury_0001
1832.12.26_TheDerbyMercury_0004,1832.10.19_TheBelfastNews-Letter_0004
1832.12.28_LiverpoolMercuryetc_0007,1832.10.20_TheLeedsMercury_0006
