1832.12.01_PrestonChronicle_0001,1832.12.01_CaledonianMercury_0001
1832.12.30_TheExaminer_0003,1832.12.27_TheMorningChronicle_0002
1832.12.30_TheExaminer_0006,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0014
1832.12.30_TheExaminer_0007,1832.12.27_TheMorningChronicle_0001
1832.12.30_TheExaminer_0007,1832.12.27_TheMorningChronicle_0003
1832.12.30_TheExaminer_0008,1832.12.22_TheBristolMercury_0003
1832.12.30_TheExaminer_0010,1832.12.26_TheMorningChronicle_0003
1832.12.30_TheExaminer_0010,1832.12.28_TheMorningChronicle_0004
1832.12.30_TheExaminer_0011,1832.12.24_TheMorningChronicle_0004
1832.12.30_TheExaminer_0011,1832.12.28_TheMorningChronicle_0004
1832.12.30_TheExaminer_0013,1832.12.24_TheMorningChronicle_0003
1832.12.30_TheExaminer_0013,1832.12.29_PrestonChronicle_0004
1832.12.31_CaledonianMercury_0002,1832.12.26_TheMorningChronicle_0003
1832.12.31_CaledonianMercury_0002,1832.12.29_TheMorningChronicle_0004
1832.12.31_CaledonianMercury_0004,1832.12.14_TheBelfastNews-Letter_0004
1832.12.31_CaledonianMercury_0004,1832.12.28_TheMorningChronicle_0003
1832.12.31_CaledonianMercury_0004,1832.12.29_TheBristolMercury_0004
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.27_TheMorningChronicle_0001
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.29_PrestonChronicle_0002
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.29_TheNewcastleCourantetc_0002
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.30_TheExaminer_0001
1832.12.31_HampshireTelegraphandSussexChronicleetc_0001,1832.12.30_TheExaminer_0007
1832.12.31_TheMorningChronicle_0002,1832.12.31_HampshireTelegraphandSussexChronicleetc_0004
1832.12.31_TheMorningChronicle_0003,1832.12.31_HampshireTelegraphandSussexChronicleetc_0004
1832.12.31_TheMorningChronicle_0004,1832.12.27_CaledonianMercury_0003
1833.01.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.31_HampshireTelegraphandSussexChronicleetc_0004
1833.01.01_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.31_TheMorningChronicle_0002
1833.01.01_TheBelfastNews-Letter_0002,1832.12.20_TheMorningChronicle_0003
1833.01.01_TheBelfastNews-Letter_0002,1832.12.25_TheMorningChronicle_0004
1833.01.01_TheBelfastNews-Letter_0002,1832.12.29_TheMorningChronicle_0004
1833.01.01_TheBelfastNews-Letter_0004,1832.12.30_TheExaminer_0009
1833.01.02_TheAberdeenJournal_0002,1832.12.27_TheMorningChronicle_0002
1833.01.02_TheAberdeenJournal_0002,1832.12.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1833.01.02_TheAberdeenJournal_0002,1832.12.29_PrestonChronicle_0002
1833.01.02_TheAberdeenJournal_0002,1832.12.30_TheExaminer_0001
1833.01.02_TheAberdeenJournal_0002,1832.12.31_HampshireTelegraphandSussexChronicleetc_0001
1833.01.02_TheAberdeenJournal_0004,1832.12.28_TheBelfastNews-Letter_0004
1833.01.02_TheDerbyMercury_0001,1832.12.18_NorthWalesChronicle_0001
1833.01.02_TheDerbyMercury_0001,1832.12.24_HampshireTelegraphandSussexChronicleetc_0001
1833.01.02_TheDerbyMercury_0002,1832.12.31_HampshireTelegraphandSussexChronicleetc_0004
1833.01.02_TheDerbyMercury_0002,1832.12.31_TheMorningChronicle_0002
1833.01.02_TheMorningChronicle_0001,1832.12.16_TheExaminer_0011
1833.01.03_CaledonianMercury_0003,1832.12.30_TheExaminer_0001
1833.01.03_CaledonianMercury_0004,1832.12.27_TheMorningChronicle_0002
1833.01.03_CaledonianMercury_0004,1832.12.30_TheExaminer_0003
1833.01.03_Freeman'sJournalandDailyCommercialAdvertiser_0001,1832.12.14_TheBelfastNews-Letter_0003
1833.01.03_TheMorningChronicle_0002,1832.12.31_CaledonianMercury_0002
1833.01.03_TheMorningChronicle_0004,1832.12.31_Freeman'sJournalandDailyCommercialAdvertiser_0003
1833.01.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004,1832.12.27_TheMorningChronicle_0003
1833.01.04_HullPacket_0001,1832.12.29_TheBristolMercury_0002
1833.01.04_HullPacket_0002,1832.12.04_TheHullPacketandHumberMercury_0001
1833.01.04_HullPacket_0002,1832.12.18_TheHullPacketandHumberMercury_0001
1833.01.04_HullPacket_0002,1832.12.25_TheHullPacketandHumberMercury_0001
1833.01.04_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.01.04_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.01.04_TheBelfastNews-Letter_0001,1832.12.24_TheMorningChronicle_0004
1833.01.04_TheBelfastNews-Letter_0002,1832.12.31_TheMorningChronicle_0002
1833.01.04_TheBelfastNews-Letter_0004,1832.12.19_TheDerbyMercury_0004
1833.01.04_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.01.04_TheBelfastNews-Letter_0004,1832.12.31_Freeman'sJournalandDailyCommercialAdvertiser_0003
1833.01.05_PrestonChronicle_0001,1832.12.29_TheMorningChronicle_0004
1833.01.05_PrestonChronicle_0001,1832.12.31_HampshireTelegraphandSussexChronicleetc_0004
1833.01.05_PrestonChronicle_0001,1832.12.31_TheMorningChronicle_0002
1833.01.05_PrestonChronicle_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.01.05_PrestonChronicle_0003,1832.12.14_LiverpoolMercuryetc_0003
1833.01.05_PrestonChronicle_0003,1832.12.28_LiverpoolMercuryetc_0007
1833.01.05_PrestonChronicle_0004,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0001
1833.01.05_PrestonChronicle_0004,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0002
1833.01.05_PrestonChronicle_0004,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0008
1833.01.05_PrestonChronicle_0004,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0009
1833.01.05_TheBristolMercury_0001,1832.12.27_TheMorningChronicle_0002
1833.01.05_TheBristolMercury_0001,1832.12.29_Cobbett'sWeeklyPoliticalRegister_0014
1833.01.05_TheBristolMercury_0001,1832.12.29_PrestonChronicle_0002
1833.01.05_TheBristolMercury_0001,1832.12.30_TheExaminer_0001
1833.01.05_TheBristolMercury_0001,1832.12.30_TheExaminer_0002
1833.01.05_TheBristolMercury_0001,1832.12.30_TheExaminer_0006
1833.01.05_TheBristolMercury_0001,1832.12.31_HampshireTelegraphandSussexChronicleetc_0001
1833.01.05_TheBristolMercury_0004,1832.12.30_TheExaminer_0004
1833.01.05_TheIpswichJournal_0001,1832.12.31_TheMorningChronicle_0002
1833.01.05_TheIpswichJournal_0002,1832.12.31_TheMorningChronicle_0003
1833.01.05_TheIpswichJournal_0004,1832.12.29_TheMorningChronicle_0002
1833.01.05_TheManchesterTimesandGazette_0004,1832.12.28_TheMorningChronicle_0004
1833.01.05_TheManchesterTimesandGazette_0004,1832.12.30_TheExaminer_0011
1833.01.05_TheNewcastleCourantetc_0002,1832.12.28_TheMorningChronicle_0003
1833.01.05_TheNewcastleCourantetc_0002,1832.12.29_TheMorningChronicle_0004
1833.01.05_TheNewcastleCourantetc_0002,1832.12.31_CaledonianMercury_0002
1833.01.05_TheNewcastleCourantetc_0002,1832.12.31_CaledonianMercury_0004
1833.01.06_TheExaminer_0008,1832.12.28_TheMorningChronicle_0001
1833.01.07_HampshireTelegraphandSussexChronicleetc_0002,1832.12.31_TheMorningChronicle_0002
1833.01.08_TheBelfastNews-Letter_0004,1832.12.29_PrestonChronicle_0004
1833.01.09_TheAberdeenJournal_0004,1832.12.28_TheMorningChronicle_0004
1833.01.09_TheAberdeenJournal_0004,1832.12.29_TheBristolMercury_0002
1833.01.09_TheAberdeenJournal_0004,1832.12.30_TheExaminer_0010
1833.01.09_TheDerbyMercury_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.01.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.17_CaledonianMercury_0004
1833.01.11_Freeman'sJournalandDailyCommercialAdvertiser_0003,1832.12.23_TheExaminer_0014
1833.01.11_HullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.01.11_HullPacket_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1833.01.11_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.01.11_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.01.12_PrestonChronicle_0001,1832.12.31_TheMorningChronicle_0002
1833.01.12_PrestonChronicle_0004,1832.12.29_TheMorningChronicle_0003
1833.01.12_TheNewcastleCourantetc_0002,1832.12.31_TheMorningChronicle_0002
1833.01.14_CaledonianMercury_0004,1832.12.29_PrestonChronicle_0002
1833.01.14_CaledonianMercury_0004,1832.12.29_TheBristolMercury_0001
1833.01.16_TheDerbyMercury_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.01.18_HullPacket_0001,1832.12.26_TheAberdeenJournal_0001
1833.01.18_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.01.18_LiverpoolMercuryetc_0007,1832.12.14_TheBelfastNews-Letter_0004
1833.01.19_CaledonianMercury_0001,1832.12.23_TheExaminer_0016
1833.01.19_CaledonianMercury_0001,1832.12.29_PrestonChronicle_0001
1833.01.19_Cobbett'sWeeklyPoliticalRegister_0018,1832.12.25_TheMorningChronicle_0003
1833.01.19_Cobbett'sWeeklyPoliticalRegister_0028,1832.12.30_TheExaminer_0006
1833.01.20_TheExaminer_0015,1832.12.14_TheBelfastNews-Letter_0003
1833.01.20_TheExaminer_0015,1832.12.21_TheBelfastNews-Letter_0003
1833.01.23_TheDerbyMercury_0001,1832.12.26_TheMorningChronicle_0003
1833.01.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1832.12.29_PrestonChronicle_0001
1833.01.25_HullPacket_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1833.01.25_HullPacket_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.01.25_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.01.25_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.01.25_LiverpoolMercuryetc_0007,1832.12.29_PrestonChronicle_0003
1833.01.25_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.01.26_TheBristolMercury_0001,1832.12.05_TheDerbyMercury_0001
1833.01.26_TheManchesterTimesandGazette_0001,1832.12.05_TheDerbyMercury_0001
1833.01.28_HampshireTelegraphandSussexChronicleetc_0003,1832.12.29_PrestonChronicle_0001
1833.01.30_TheDerbyMercury_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.02.01_HullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.02.01_HullPacket_0001,1832.12.12_TheDerbyMercury_0004
1833.02.01_HullPacket_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.02.01_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.02.01_TheBelfastNews-Letter_0004,1832.12.28_TheMorningChronicle_0003
1833.02.08_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.02.08_LiverpoolMercuryetc_0007,1832.12.08_TheBristolMercury_0004
1833.02.08_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.02.09_TheNewcastleCourantetc_0003,1832.12.04_TheHullPacketandHumberMercury_0001
1833.02.12_NorthWalesChronicle_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.02.12_NorthWalesChronicle_0001,1832.12.05_TheDerbyMercury_0001
1833.02.12_NorthWalesChronicle_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.02.13_TheDerbyMercury_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.02.13_TheDerbyMercury_0002,1832.12.01_TheManchesterTimesandGazette_0001
1833.02.13_TheDerbyMercury_0002,1832.12.29_TheBristolMercury_0002
1833.02.15_HullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.02.15_HullPacket_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1833.02.15_HullPacket_0001,1832.12.12_TheDerbyMercury_0004
1833.02.15_HullPacket_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.02.15_HullPacket_0001,1832.12.23_TheExaminer_0016
1833.02.15_HullPacket_0001,1832.12.26_TheDerbyMercury_0001
1833.02.15_HullPacket_0001,1832.12.29_PrestonChronicle_0001
1833.02.15_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.02.15_LiverpoolMercuryetc_0008,1832.12.23_TheExaminer_0011
1833.02.15_TheBelfastNews-Letter_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.02.15_TheBelfastNews-Letter_0004,1832.12.14_LiverpoolMercuryetc_0003
1833.02.16_TheBristolMercury_0002,1832.12.23_TheExaminer_0016
1833.02.16_TheBristolMercury_0002,1832.12.26_TheDerbyMercury_0001
1833.02.16_TheBristolMercury_0002,1832.12.29_PrestonChronicle_0001
1833.02.19_NorthWalesChronicle_0001,1832.12.26_TheDerbyMercury_0001
1833.02.19_NorthWalesChronicle_0001,1832.12.29_PrestonChronicle_0001
1833.02.22_HullPacket_0001,1832.12.05_TheDerbyMercury_0002
1833.02.22_HullPacket_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1833.02.22_HullPacket_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.02.22_HullPacket_0001,1832.12.29_TheBristolMercury_0002
1833.02.22_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.02.23_TheLeedsMercury_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.02.23_TheLeedsMercury_0003,1832.12.14_LiverpoolMercuryetc_0003
1833.02.23_TheLeedsMercury_0003,1832.12.28_LiverpoolMercuryetc_0007
1833.02.23_TheLeedsMercury_0003,1832.12.29_TheBristolMercury_0004
1833.02.23_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0001
1833.02.23_TheManchesterTimesandGazette_0001,1832.12.29_TheBristolMercury_0001
1833.03.01_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.03.01_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.03.01_LiverpoolMercuryetc_0007,1832.12.29_PrestonChronicle_0003
1833.03.01_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.03.02_PrestonChronicle_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.03.02_PrestonChronicle_0004,1832.12.14_LiverpoolMercuryetc_0003
1833.03.02_PrestonChronicle_0004,1832.12.21_LiverpoolMercuryetc_0003
1833.03.02_PrestonChronicle_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.03.08_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.03.08_LiverpoolMercuryetc_0007,1832.12.08_PrestonChronicle_0003
1833.03.08_LiverpoolMercuryetc_0007,1832.12.21_TheBelfastNews-Letter_0004
1833.03.08_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.03.08_TheBelfastNews-Letter_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.03.09_CaledonianMercury_0001,1832.12.22_TheBristolMercury_0002
1833.03.09_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0002
1833.03.12_NorthWalesChronicle_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.03.12_NorthWalesChronicle_0001,1832.12.11_TheHullPacketandHumberMercury_0001
1833.03.13_TheAberdeenJournal_0004,1832.12.25_TheBelfastNews-Letter_0004
1833.03.14_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.03.14_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001,1832.12.18_TheHullPacketandHumberMercury_0001
1833.03.15_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.03.20_TheAberdeenJournal_0004,1832.12.31_TheMorningChronicle_0001
1833.03.22_HullPacket_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.03.22_HullPacket_0002,1832.12.25_TheHullPacketandHumberMercury_0001
1833.03.22_TheBelfastNews-Letter_0001,1832.12.07_LiverpoolMercuryetc_0003
1833.03.22_TheBelfastNews-Letter_0001,1832.12.14_TheMorningChronicle_0002
1833.03.23_PrestonChronicle_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.03.23_PrestonChronicle_0003,1832.12.14_LiverpoolMercuryetc_0003
1833.03.23_PrestonChronicle_0003,1832.12.21_LiverpoolMercuryetc_0003
1833.03.23_PrestonChronicle_0003,1832.12.28_LiverpoolMercuryetc_0007
1833.03.23_TheBristolMercury_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.03.23_TheManchesterTimesandGazette_0002,1832.12.08_TheBristolMercury_0002
1833.03.27_TheDerbyMercury_0001,1832.12.28_LiverpoolMercuryetc_0005
1833.03.30_TheManchesterTimesandGazette_0001,1832.12.22_TheBristolMercury_0002
1833.03.30_TheManchesterTimesandGazette_0002,1832.12.04_TheHullPacketandHumberMercury_0001
1833.03.30_TheManchesterTimesandGazette_0002,1832.12.08_TheBristolMercury_0002
1833.04.05_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.04.05_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.04.06_TheIpswichJournal_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.04.06_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0002
1833.04.06_TheManchesterTimesandGazette_0001,1832.12.26_TheDerbyMercury_0001
1833.04.06_TheManchesterTimesandGazette_0002,1832.12.01_TheBristolMercury_0001
1833.04.06_TheManchesterTimesandGazette_0002,1832.12.29_TheBristolMercury_0001
1833.04.09_NorthWalesChronicle_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.04.12_LiverpoolMercuryetc_0002,1832.12.28_TheBelfastNews-Letter_0004
1833.04.12_TheBelfastNews-Letter_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.04.12_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.04.13_PrestonChronicle_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.04.13_PrestonChronicle_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.04.19_LiverpoolMercuryetc_0005,1832.12.01_TheBristolMercury_0002
1833.04.19_LiverpoolMercuryetc_0005,1832.12.08_TheBristolMercury_0002
1833.04.19_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.04.19_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.04.19_LiverpoolMercuryetc_0007,1832.12.29_PrestonChronicle_0003
1833.04.19_LiverpoolMercuryetc_0007,1832.12.29_TheLeedsMercury_0006
1833.04.19_TheBelfastNews-Letter_0004,1832.12.14_LiverpoolMercuryetc_0003
1833.04.20_PrestonChronicle_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.04.20_PrestonChronicle_0003,1832.12.28_LiverpoolMercuryetc_0007
1833.04.26_TheHullPacket_0001,1832.12.15_TheManchesterTimesandGazette_0001
1833.04.27_TheLeedsMercury_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.05.03_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.05.03_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.05.03_TheHullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.05.08_TheDerbyMercury_0002,1832.12.29_TheBristolMercury_0002
1833.05.10_LiverpoolMercuryetc_0007,1832.12.01_PrestonChronicle_0003
1833.05.10_TheBelfastNews-Letter_0004,1832.12.07_LiverpoolMercuryetc_0003
1833.05.10_TheHullPacket_0001,1832.12.01_TheBristolMercury_0002
1833.05.10_TheHullPacket_0001,1832.12.08_TheBristolMercury_0002
1833.05.11_TheLeedsMercury_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.05.11_TheLeedsMercury_0003,1832.12.14_LiverpoolMercuryetc_0003
1833.05.11_TheLeedsMercury_0003,1832.12.28_LiverpoolMercuryetc_0007
1833.05.17_LiverpoolMercuryetc_0005,1832.12.05_TheDerbyMercury_0002
1833.05.17_LiverpoolMercuryetc_0005,1832.12.29_TheBristolMercury_0002
1833.05.18_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0002
1833.05.24_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.05.24_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.05.24_TheHullPacket_0001,1832.12.01_TheBristolMercury_0002
1833.05.25_PrestonChronicle_0003,1832.12.07_LiverpoolMercuryetc_0003
1833.05.25_TheLeedsMercury_0006,1832.12.01_PrestonChronicle_0003
1833.05.25_TheLeedsMercury_0006,1832.12.07_LiverpoolMercuryetc_0003
1833.05.25_TheLeedsMercury_0006,1832.12.08_PrestonChronicle_0003
1833.05.25_TheLeedsMercury_0006,1832.12.14_LiverpoolMercuryetc_0003
1833.05.25_TheLeedsMercury_0006,1832.12.22_PrestonChronicle_0003
1833.05.25_TheLeedsMercury_0006,1832.12.28_LiverpoolMercuryetc_0007
1833.05.25_TheLeedsMercury_0006,1832.12.28_TheBelfastNews-Letter_0004
1833.05.25_TheLeedsMercury_0006,1832.12.29_PrestonChronicle_0003
1833.05.25_TheLeedsMercury_0006,1832.12.29_TheBristolMercury_0004
1833.05.25_TheNewcastleCourantetc_0003,1832.12.29_TheBristolMercury_0001
1833.06.01_TheManchesterTimesandGazette_0001,1832.12.01_TheBristolMercury_0002
1833.06.07_TheHullPacket_0001,1832.12.01_TheBristolMercury_0002
1833.06.07_TheHullPacket_0001,1832.12.04_TheHullPacketandHumberMercury_0001
1833.06.07_TheHullPacket_0001,1832.12.08_TheBristolMercury_0002
1833.06.07_TheHullPacket_0001,1832.12.26_TheDerbyMercury_0001
1833.06.14_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.06.14_TheBelfastNews-Letter_0004,1832.12.28_LiverpoolMercuryetc_0007
1833.06.15_TheNewcastleCourantetc_0003,1832.12.15_TheBristolMercury_0002
1833.06.15_TheNewcastleCourantetc_0003,1832.12.18_NorthWalesChronicle_0001
1833.06.15_TheNewcastleCourantetc_0003,1832.12.19_TheDerbyMercury_0004
1833.06.21_TheBelfastNews-Letter_0001,1832.12.28_LiverpoolMercuryetc_0007
1833.06.21_TheHullPacket_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.06.22_TheIpswichJournal_0001,1832.12.22_TheBristolMercury_0002
1833.06.22_TheLeedsMercury_0006,1832.12.07_LiverpoolMercuryetc_0003
1833.06.22_TheLeedsMercury_0006,1832.12.14_LiverpoolMercuryetc_0003
1833.06.22_TheLeedsMercury_0006,1832.12.28_LiverpoolMercuryetc_0007
1833.06.22_TheLeedsMercury_0006,1832.12.28_TheBelfastNews-Letter_0004
1833.06.28_LiverpoolMercuryetc_0007,1832.12.28_TheBelfastNews-Letter_0004
1833.07.06_TheManchesterTimesandGazette_0002,1832.12.26_TheDerbyMercury_0001
1833.07.13_PrestonChronicle_0001,1832.12.25_TheHullPacketandHumberMercury_0001
1833.07.13_TheManchesterTimesandGazette_0001,1832.12.26_TheDerbyMercury_0001
