1831.07.02_PrestonChronicle_0001,1831.07.01_LiverpoolMercuryetc_0004
1831.08.06_TheNewcastleCourantetc_0003,1831.07.02_PrestonChronicle_0001
1831.08.06_TheNewcastleCourantetc_0003,1831.07.09_TheManchesterTimesandGazette_0004
1831.08.08_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.01_TheBelfastNews-Letter_0003
1831.08.08_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.12_TheBelfastNews-Letter_0003
1831.08.08_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.26_TheBelfastNews-Letter_0003
1831.08.09_TheBelfastNews-Letter_0003,1831.07.04_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.09_TheBelfastNews-Letter_0003,1831.07.06_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.09_TheBelfastNews-Letter_0003,1831.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.09_TheBelfastNews-Letter_0003,1831.07.20_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.09_TheBelfastNews-Letter_0003,1831.07.27_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.09_TheBelfastNews-Letter_0004,1831.07.29_Freeman'sJournalandDailyCommercialAdvertiser_0003
1831.08.09_TheHullPacketandHumberMercury_0001,1831.07.20_TheDerbyMercury_0002
1831.08.10_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.05_TheBelfastNews-Letter_0003
1831.08.10_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.22_TheBelfastNews-Letter_0003
1831.08.10_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.29_TheBelfastNews-Letter_0003
1831.08.10_TheDerbyMercury_0001,1831.07.05_TheHullPacketandHumberMercury_0001
1831.08.10_TheDerbyMercury_0001,1831.07.09_TheNewcastleCourantetc_0001
1831.08.10_TheDerbyMercury_0001,1831.07.19_TheBelfastNews-Letter_0003
1831.08.10_TheDerbyMercury_0001,1831.07.29_LiverpoolMercuryetc_0003
1831.08.10_TheDerbyMercury_0001,1831.07.30_PrestonChronicle_0001
1831.08.10_TheDerbyMercury_0001,1831.07.30_TheNewcastleCourantetc_0003
1831.08.12_TheBelfastNews-Letter_0004,1831.07.08_LiverpoolMercuryetc_0007
1831.08.12_TheBelfastNews-Letter_0004,1831.07.15_LiverpoolMercuryetc_0007
1831.08.13_TheNewcastleCourantetc_0001,1831.07.20_TheDerbyMercury_0002
1831.08.13_TheNewcastleCourantetc_0001,1831.07.27_TheDerbyMercury_0002
1831.08.13_TheNewcastleCourantetc_0003,1831.07.13_TheDerbyMercury_0001
1831.08.13_TheNewcastleCourantetc_0003,1831.07.19_TheBelfastNews-Letter_0003
1831.08.13_TheNewcastleCourantetc_0003,1831.07.26_TheHullPacketandHumberMercury_0001
1831.08.13_TheNewcastleCourantetc_0003,1831.07.29_LiverpoolMercuryetc_0003
1831.08.14_TheExaminer_0016,1831.07.19_TheHullPacketandHumberMercury_0001
1831.08.16_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.01_TheBelfastNews-Letter_0003
1831.08.16_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.12_TheBelfastNews-Letter_0003
1831.08.16_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.26_TheBelfastNews-Letter_0003
1831.08.17_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.05_TheBelfastNews-Letter_0003
1831.08.17_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.22_TheBelfastNews-Letter_0003
1831.08.17_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.27_TheDerbyMercury_0002
1831.08.17_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.29_TheBelfastNews-Letter_0003
1831.08.17_TheDerbyMercury_0001,1831.07.26_TheHullPacketandHumberMercury_0001
1831.08.17_TheDerbyMercury_0001,1831.07.29_LiverpoolMercuryetc_0003
1831.08.19_LiverpoolMercuryetc_0003,1831.07.02_PrestonChronicle_0004
1831.08.19_LiverpoolMercuryetc_0003,1831.07.27_TheDerbyMercury_0002
1831.08.19_TheBelfastNews-Letter_0001,1831.07.05_TheHullPacketandHumberMercury_0001
1831.08.19_TheBelfastNews-Letter_0001,1831.07.13_TheDerbyMercury_0001
1831.08.19_TheBelfastNews-Letter_0004,1831.07.13_TheDerbyMercury_0004
1831.08.20_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1831.08.20_TheNewcastleCourantetc_0001,1831.07.20_TheDerbyMercury_0002
1831.08.21_TheExaminer_0011,1831.07.26_TheBelfastNews-Letter_0002
1831.08.21_TheExaminer_0011,1831.07.26_TheBristolMercury_0001
1831.08.22_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.01_TheBelfastNews-Letter_0003
1831.08.22_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.12_TheBelfastNews-Letter_0003
1831.08.22_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.26_TheBelfastNews-Letter_0003
1831.08.22_HampshireTelegraphandSussexChronicleetc_0003,1831.07.26_TheHullPacketandHumberMercury_0001
1831.08.23_TheBelfastNews-Letter_0003,1831.07.04_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.23_TheBelfastNews-Letter_0003,1831.07.06_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.23_TheBelfastNews-Letter_0003,1831.07.13_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.23_TheBelfastNews-Letter_0003,1831.07.20_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.23_TheBelfastNews-Letter_0003,1831.07.27_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.24_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.05_TheBelfastNews-Letter_0003
1831.08.24_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.22_TheBelfastNews-Letter_0003
1831.08.24_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.29_TheBelfastNews-Letter_0003
1831.08.24_TheDerbyMercury_0002,1831.07.09_TheNewcastleCourantetc_0001
1831.08.26_TheBelfastNews-Letter_0003,1831.07.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.08.26_TheBelfastNews-Letter_0004,1831.07.19_TheBristolMercury_0004
1831.08.26_TheBelfastNews-Letter_0004,1831.07.23_PrestonChronicle_0003
1831.08.27_PrestonChronicle_0001,1831.07.30_TheNewcastleCourantetc_0003
1831.08.27_PrestonChronicle_0003,1831.07.15_TheBelfastNews-Letter_0004
1831.08.27_PrestonChronicle_0003,1831.07.22_TheBelfastNews-Letter_0004
1831.08.28_TheExaminer_0016,1831.07.19_TheHullPacketandHumberMercury_0001
1831.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.01_TheBelfastNews-Letter_0003
1831.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.12_TheBelfastNews-Letter_0003
1831.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.26_TheBelfastNews-Letter_0003
1831.08.29_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.27_TheDerbyMercury_0002
1831.08.31_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.07.05_TheBelfastNews-Letter_0003
1831.08.31_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.07.22_TheBelfastNews-Letter_0003
1831.08.31_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.07.29_TheBelfastNews-Letter_0003
1831.09.02_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.09.02_TheBelfastNews-Letter_0004,1831.07.23_TheNewcastleCourantetc_0002
1831.09.03_TheNewcastleCourantetc_0001,1831.07.20_TheDerbyMercury_0002
1831.09.03_TheNewcastleCourantetc_0001,1831.07.27_TheDerbyMercury_0002
1831.09.03_TheNewcastleCourantetc_0003,1831.07.26_TheHullPacketandHumberMercury_0001
1831.09.03_TheNewcastleCourantetc_0003,1831.07.29_LiverpoolMercuryetc_0003
1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.01_TheBelfastNews-Letter_0003
1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.12_TheBelfastNews-Letter_0003
1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.26_TheBelfastNews-Letter_0003
1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.27_TheDerbyMercury_0002
1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.05_TheBelfastNews-Letter_0003
1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.22_TheBelfastNews-Letter_0003
1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.29_TheBelfastNews-Letter_0003
1831.09.07_TheDerbyMercury_0002,1831.07.05_TheHullPacketandHumberMercury_0001
1831.09.07_TheDerbyMercury_0002,1831.07.19_TheBelfastNews-Letter_0003
1831.09.09_LiverpoolMercuryetc_0003,1831.07.02_PrestonChronicle_0004
1831.09.10_PrestonChronicle_0003,1831.07.01_TheBelfastNews-Letter_0004
1831.09.10_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1831.09.10_PrestonChronicle_0003,1831.07.08_TheBelfastNews-Letter_0004
1831.09.10_PrestonChronicle_0003,1831.07.22_TheBelfastNews-Letter_0004
1831.09.10_TheNewcastleCourantetc_0001,1831.07.29_LiverpoolMercuryetc_0003
1831.09.10_TheNewcastleCourantetc_0001,1831.07.30_PrestonChronicle_0001
1831.09.10_TheNewcastleCourantetc_0003,1831.07.19_TheBristolMercury_0002
1831.09.10_TheNewcastleCourantetc_0003,1831.07.20_TheDerbyMercury_0002
1831.09.10_TheNewcastleCourantetc_0003,1831.07.26_TheBristolMercury_0002
1831.09.10_TheNewcastleCourantetc_0003,1831.07.27_TheDerbyMercury_0002
1831.09.13_TheBelfastNews-Letter_0003,1831.07.25_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.09.13_TheBelfastNews-Letter_0003,1831.07.27_TheDerbyMercury_0002
1831.09.14_Freeman'sJournalandDailyCommercialAdvertiser_0004,1831.07.15_TheBelfastNews-Letter_0004
1831.09.16_LiverpoolMercuryetc_0003,1831.07.01_TheBelfastNews-Letter_0004
1831.09.16_LiverpoolMercuryetc_0003,1831.07.02_PrestonChronicle_0004
1831.09.16_LiverpoolMercuryetc_0003,1831.07.15_TheBelfastNews-Letter_0004
1831.09.17_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1831.09.17_TheNewcastleCourantetc_0003,1831.07.26_TheBristolMercury_0002
1831.09.17_TheNewcastleCourantetc_0003,1831.07.27_TheDerbyMercury_0002
1831.09.17_TheNewcastleCourantetc_0003,1831.07.29_LiverpoolMercuryetc_0003
1831.09.20_TheBristolMercury_0002,1831.07.03_TheExaminer_0015
1831.09.20_TheBristolMercury_0002,1831.07.17_TheExaminer_0015
1831.09.20_TheBristolMercury_0002,1831.07.19_TheHullPacketandHumberMercury_0001
1831.09.20_TheBristolMercury_0002,1831.07.31_TheExaminer_0016
1831.09.20_TheHullPacketandHumberMercury_0001,1831.07.03_TheExaminer_0015
1831.09.20_TheHullPacketandHumberMercury_0001,1831.07.17_TheExaminer_0015
1831.09.20_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
1831.09.21_TheDerbyMercury_0001,1831.07.09_TheNewcastleCourantetc_0001
1831.09.23_LiverpoolMercuryetc_0003,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.09.23_LiverpoolMercuryetc_0003,1831.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.09.23_LiverpoolMercuryetc_0005,1831.07.23_PrestonChronicle_0001
1831.09.23_LiverpoolMercuryetc_0007,1831.07.01_TheBelfastNews-Letter_0004
1831.09.23_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.09.23_LiverpoolMercuryetc_0007,1831.07.08_TheBelfastNews-Letter_0004
1831.09.23_LiverpoolMercuryetc_0007,1831.07.09_PrestonChronicle_0004
1831.09.23_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.09.23_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1831.09.24_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1831.09.27_TheBristolMercury_0002,1831.07.03_TheExaminer_0015
1831.09.28_TheDerbyMercury_0001,1831.07.02_TheNewcastleCourantetc_0003
1831.09.30_LiverpoolMercuryetc_0003,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.09.30_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.09.30_LiverpoolMercuryetc_0007,1831.07.22_TheBelfastNews-Letter_0004
1831.10.01_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1831.10.01_PrestonChronicle_0003,1831.07.22_TheBelfastNews-Letter_0004
1831.10.05_TheDerbyMercury_0001,1831.07.09_TheNewcastleCourantetc_0001
1831.10.07_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.10.07_TheBelfastNews-Letter_0004,1831.07.08_LiverpoolMercuryetc_0007
1831.10.07_TheBelfastNews-Letter_0004,1831.07.23_PrestonChronicle_0003
1831.10.07_TheBelfastNews-Letter_0004,1831.07.23_TheNewcastleCourantetc_0002
1831.10.08_PrestonChronicle_0003,1831.07.01_TheBelfastNews-Letter_0004
1831.10.08_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1831.10.08_PrestonChronicle_0003,1831.07.22_TheBelfastNews-Letter_0004
1831.10.08_TheNewcastleCourantetc_0004,1831.07.20_TheDerbyMercury_0002
1831.10.11_TheHullPacketandHumberMercury_0001,1831.07.03_TheExaminer_0015
1831.10.11_TheHullPacketandHumberMercury_0001,1831.07.17_TheExaminer_0015
1831.10.11_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
1831.10.12_TheDerbyMercury_0003,1831.07.09_TheNewcastleCourantetc_0004
1831.10.14_TheBelfastNews-Letter_0004,1831.07.23_TheNewcastleCourantetc_0002
1831.10.15_TheNewcastleCourantetc_0003,1831.07.20_TheDerbyMercury_0002
1831.10.19_TheDerbyMercury_0001,1831.07.09_TheNewcastleCourantetc_0001
1831.10.21_LiverpoolMercuryetc_0003,1831.07.03_TheExaminer_0015
1831.10.21_LiverpoolMercuryetc_0003,1831.07.17_TheExaminer_0015
1831.10.21_LiverpoolMercuryetc_0003,1831.07.19_TheHullPacketandHumberMercury_0001
1831.10.21_LiverpoolMercuryetc_0003,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.10.21_LiverpoolMercuryetc_0003,1831.07.31_TheExaminer_0016
1831.10.21_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.10.21_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.10.21_TheBelfastNews-Letter_0003,1831.07.02_TheNewcastleCourantetc_0004
1831.10.22_TheNewcastleCourantetc_0003,1831.07.20_TheDerbyMercury_0002
1831.10.28_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.10.28_LiverpoolMercuryetc_0007,1831.07.09_PrestonChronicle_0004
1831.10.28_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.10.29_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1831.11.01_TheBristolMercury_0002,1831.07.02_PrestonChronicle_0001
1831.11.01_TheHullPacketandHumberMercury_0001,1831.07.03_TheExaminer_0015
1831.11.01_TheHullPacketandHumberMercury_0001,1831.07.17_TheExaminer_0015
1831.11.01_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
1831.11.04_LiverpoolMercuryetc_0007,1831.07.01_TheBelfastNews-Letter_0004
1831.11.04_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.11.05_PrestonChronicle_0001,1831.07.02_TheNewcastleCourantetc_0004
1831.11.05_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1831.11.11_LiverpoolMercuryetc_0004,1831.07.03_TheExaminer_0015
1831.11.11_LiverpoolMercuryetc_0004,1831.07.17_TheExaminer_0015
1831.11.11_LiverpoolMercuryetc_0004,1831.07.31_TheExaminer_0016
1831.11.11_TheBelfastNews-Letter_0004,1831.07.15_LiverpoolMercuryetc_0007
1831.11.12_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1831.11.18_LiverpoolMercuryetc_0002,1831.07.13_TheDerbyMercury_0003
1831.11.18_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.11.18_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.11.18_LiverpoolMercuryetc_0007,1831.07.22_TheBelfastNews-Letter_0004
1831.11.25_TheBelfastNews-Letter_0004,1831.07.02_PrestonChronicle_0004
1831.11.25_TheBelfastNews-Letter_0004,1831.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.11.25_TheBelfastNews-Letter_0004,1831.07.08_LiverpoolMercuryetc_0007
1831.11.25_TheBelfastNews-Letter_0004,1831.07.23_PrestonChronicle_0003
1831.11.25_TheBelfastNews-Letter_0004,1831.07.23_TheNewcastleCourantetc_0002
1831.11.26_TheManchesterTimesandGazette_0004,1831.07.24_TheExaminer_0011
1831.11.29_TheBristolMercury_0004,1831.07.15_TheBelfastNews-Letter_0004
1831.11.30_TheDerbyMercury_0004,1831.07.23_PrestonChronicle_0004
1831.12.02_LiverpoolMercuryetc_0003,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.12.02_LiverpoolMercuryetc_0003,1831.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.12.02_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.12.02_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.12.02_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1831.12.02_TheBelfastNews-Letter_0003,1831.07.05_TheBristolMercury_0001
1831.12.02_TheBelfastNews-Letter_0003,1831.07.12_TheBristolMercury_0001
1831.12.02_TheBelfastNews-Letter_0003,1831.07.26_TheBristolMercury_0001
1831.12.09_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.12.09_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.12.09_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1831.12.13_TheHullPacketandHumberMercury_0001,1831.07.03_TheExaminer_0015
1831.12.13_TheHullPacketandHumberMercury_0001,1831.07.17_TheExaminer_0015
1831.12.13_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
1831.12.16_LiverpoolMercuryetc_0007,1831.07.01_TheBelfastNews-Letter_0004
1831.12.16_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.12.16_LiverpoolMercuryetc_0007,1831.07.08_TheBelfastNews-Letter_0004
1831.12.16_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.12.16_LiverpoolMercuryetc_0007,1831.07.22_TheBelfastNews-Letter_0004
1831.12.16_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1831.12.17_TheNewcastleCourantetc_0003,1831.07.26_TheBristolMercury_0002
1831.12.23_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.12.23_LiverpoolMercuryetc_0007,1831.07.09_PrestonChronicle_0004
1831.12.23_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1831.12.23_TheBelfastNews-Letter_0001,1831.07.15_LiverpoolMercuryetc_0007
1831.12.30_LiverpoolMercuryetc_0007,1831.07.01_TheBelfastNews-Letter_0004
1831.12.30_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1831.12.30_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1831.12.30_LiverpoolMercuryetc_0007,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1831.12.30_LiverpoolMercuryetc_0007,1831.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1831.12.31_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1831.12.31_PrestonChronicle_0003,1831.07.08_TheBelfastNews-Letter_0004
1831.12.31_PrestonChronicle_0003,1831.07.15_TheBelfastNews-Letter_0004
1831.12.31_TheNewcastleCourantetc_0002,1831.07.31_TheExaminer_0010
1832.01.02_CaledonianMercury_0001,1831.07.19_TheHullPacketandHumberMercury_0001
1832.01.02_CaledonianMercury_0001,1831.07.26_TheHullPacketandHumberMercury_0001
1832.01.03_TheBristolMercury_0002,1831.07.03_TheExaminer_0015
1832.01.03_TheBristolMercury_0002,1831.07.17_TheExaminer_0015
1832.01.03_TheBristolMercury_0002,1831.07.19_TheHullPacketandHumberMercury_0001
1832.01.03_TheBristolMercury_0002,1831.07.31_TheExaminer_0016
1832.01.03_TheBristolMercury_0004,1831.07.01_TheBelfastNews-Letter_0004
1832.01.03_TheBristolMercury_0004,1831.07.15_TheBelfastNews-Letter_0004
1832.01.03_TheBristolMercury_0004,1831.07.22_TheBelfastNews-Letter_0004
1832.01.06_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1832.01.08_TheExaminer_0015,1831.07.19_TheHullPacketandHumberMercury_0001
1832.01.10_TheHullPacketandHumberMercury_0001,1831.07.02_TheNewcastleCourantetc_0004
1832.01.10_TheHullPacketandHumberMercury_0001,1831.07.20_TheDerbyMercury_0002
1832.01.10_TheHullPacketandHumberMercury_0003,1831.07.30_TheNewcastleCourantetc_0002
1832.01.13_LiverpoolMercuryetc_0007,1831.07.01_TheBelfastNews-Letter_0004
1832.01.13_LiverpoolMercuryetc_0007,1831.07.02_PrestonChronicle_0004
1832.01.13_LiverpoolMercuryetc_0007,1831.07.22_TheBelfastNews-Letter_0004
1832.01.13_TheBelfastNews-Letter_0004,1831.07.08_LiverpoolMercuryetc_0007
1832.01.14_PrestonChronicle_0003,1831.07.08_LiverpoolMercuryetc_0007
1832.01.14_PrestonChronicle_0003,1831.07.22_TheBelfastNews-Letter_0004
1832.01.16_CaledonianMercury_0001,1831.07.19_TheHullPacketandHumberMercury_0001
1832.01.16_CaledonianMercury_0001,1831.07.26_TheHullPacketandHumberMercury_0001
1832.01.17_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.07.17_TheExaminer_0016
1832.01.17_Freeman'sJournalandDailyCommercialAdvertiser_0002,1831.07.31_TheExaminer_0015
1832.01.17_TheBristolMercury_0003,1831.07.17_TheExaminer_0016
1832.01.17_TheBristolMercury_0003,1831.07.31_TheExaminer_0015
1832.01.17_TheHullPacketandHumberMercury_0001,1831.07.03_TheExaminer_0015
1832.01.17_TheHullPacketandHumberMercury_0001,1831.07.17_TheExaminer_0015
1832.01.17_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
1832.01.18_TheDerbyMercury_0002,1831.07.17_TheExaminer_0016
1832.01.18_TheDerbyMercury_0002,1831.07.31_TheExaminer_0015
1832.01.19_CaledonianMercury_0001,1831.07.27_TheDerbyMercury_0002
1832.01.20_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.17_TheExaminer_0016
1832.01.20_Freeman'sJournalandDailyCommercialAdvertiser_0001,1831.07.31_TheExaminer_0015
1832.01.20_LiverpoolMercuryetc_0007,1831.07.05_TheBristolMercury_0003
1832.01.20_LiverpoolMercuryetc_0007,1831.07.08_TheBelfastNews-Letter_0004
1832.01.20_LiverpoolMercuryetc_0007,1831.07.09_PrestonChronicle_0004
1832.01.20_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1832.01.20_LiverpoolMercuryetc_0007,1831.07.22_TheBelfastNews-Letter_0004
1832.01.20_LiverpoolMercuryetc_0007,1831.07.23_PrestonChronicle_0003
1832.01.20_TheBelfastNews-Letter_0004,1831.07.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.01.21_CaledonianMercury_0001,1831.07.19_TheHullPacketandHumberMercury_0001
1832.01.21_CaledonianMercury_0001,1831.07.26_TheHullPacketandHumberMercury_0001
1832.01.23_TheMorningChronicle_0001,1831.07.27_TheDerbyMercury_0002
1832.01.26_CaledonianMercury_0001,1831.07.21_Freeman'sJournalandDailyCommercialAdvertiser_0002
1832.01.26_CaledonianMercury_0001,1831.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.01.27_LiverpoolMercuryetc_0007,1831.07.15_TheBelfastNews-Letter_0004
1832.01.28_TheManchesterTimesandGazette_0001,1831.07.17_TheExaminer_0015
1832.01.29_TheExaminer_0014,1831.07.27_TheDerbyMercury_0002
1832.01.29_TheExaminer_0014,1831.07.29_LiverpoolMercuryetc_0003
1832.02.03_TheBelfastNews-Letter_0004,1831.07.23_PrestonChronicle_0003
1832.02.04_PrestonChronicle_0001,1831.07.20_TheDerbyMercury_0002
1832.02.09_CaledonianMercury_0001,1831.07.28_Freeman'sJournalandDailyCommercialAdvertiser_0001
1832.02.11_CaledonianMercury_0003,1831.07.26_TheHullPacketandHumberMercury_0001
1832.02.11_PrestonChronicle_0001,1831.07.27_TheDerbyMercury_0002
1832.02.14_TheHullPacketandHumberMercury_0001,1831.07.31_TheExaminer_0016
